followup_id	plot_label	corpus_database_id	name	followup_track	original_assigned_to	decision	confidence	gpt_needed	assign_after_codex	selected_artifact_ids	selected_local_paths	selected_sample_paths	parser_evidence_counts	decision_basis	recommended_next_action	landing_url	raw_url	existing_local_paths
result_artifact_followup_7a2b51377f4c2574	figure1	repo_search_osf_fdacffa906b9	Headspace for Parents: A Pilot Randomised Controlled Trial	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:63av8:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/63av8/		
result_artifact_followup_2adc26de8c0f37ab	figure1	repo_search_osf_038ad61f41bb	"Incidental Attitude Formation via the Surveillance Task: A Multi-Site Registered Replication Report of Olson and Fazio (2001) ""Implicit Attitude Formation Through Classical Conditioning"""	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:xqv8b:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/xqv8b/		
result_artifact_followup_4f3c39fbc7ccbf6f	figure1	domain_search_osf_523739d259cc	Management Science Reproducibility Project	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:mjqg5:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/mjqg5/		
result_artifact_followup_bc4b3a5b2bc33694	figure1	repo_search_osf_2fbc716f7f67	Many Labs 4: Replicating Mortality Salience with and without Original Author Involvement	codex_provider_repair	codex	already_integrated_live_pair_source	high	no	none				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. Many Labs 4 local meta-analysis (manual): integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=1; catalog_usable_pair_rows=1; notes=Auto-discovered promoted harvested lead source.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	https://osf.io/8ccnw/		
result_artifact_followup_2babe5ca55ea9895	figure1	repo_search_osf_c75edd0dddf4	Mastroianni_2023 Replication Project	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:bt58q:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/bt58q/		
result_artifact_followup_f6eca107d1b9e586	figure1	repo_search_osf_aacaad9d5dee	Perspectives on Psychological Science—Registered Replication Reports	codex_provider_repair	codex	already_integrated_live_pair_source	high	no	none				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. RRR Colling 2020 Att-SNARC table reconstruction: integrated_in_build=True; terminal_status=integrated; classification=; live_pair_rows=4; catalog_usable_pair_rows=4; notes=Auto-discovered promoted harvested lead source. | generic_stage_csv; rows=1; cols=14 | live integrated source summary | promoted pair table; rows=4; cols=14 | raw lead-harvest artifact directory present; downloaded_payload_present; colling_snarc_table_reconstruction.csv, landing_preview.bin, landing_probe.json, osf_file_list.csv, osf_manifest.json, github_attentional_snarc, original_fischer_2003, targeted | RRR Elliott 2021 aggregate table rows: integrated_in_build=True; terminal_status=integrated; classification=; live_pair_rows=3; catalog_usable_pair_rows=3; notes=Auto-discovered promoted harvested lead source. | generic_stage_csv; rows=1; cols=14 | live integrated source summary | promoted pair table; rows=3; cols=14 | raw lead-harvest artifact directory present; downloaded_payload_present; 3z7f5__fbcRRR_recallVerbalization_SNL.csv, 3z7f5__fbcRRR_strategies_SNL.csv, 67hsz__fbcRRR_recallVerbalization_BDL.csv, 67hsz__fbcRRR_strategies_BDL.csv, 973qf__LSU_ParticipantLog.csv, 973qf__fbcRRR_recallVerbalization_LSU.csv, 973qf__fbcRRR_strategies_LSU.csv, ae5wn__fbcRRR_recallVerbalization_cardiff.csv, ae5wn__fbcRRR_strategies_cardiff.csv, bhjg9__Flavell_Participant_Log_anon_BTNRH.csv, bhjg9__fbcRRR_recallVerbalization_BTNRH.csv, bhjg9__fbcRRR_strategies_BTNRH.csv | RRR Alogna 2014 (manual): integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=2; catalog_usable_pair_rows=2; notes=Auto-discovered promoted harvested lead source. | RRR McCarthy 2018 site csvs: integrated_in_build=True; terminal_status=integrated; classification=; live_pair_rows=2; catalog_usable_pair_rows=42; notes=Auto-discovered promoted harvested lead source. | generic_stage_csv; rows=1; cols=14 | live integrated source summary | promoted pair table; rows=42; cols=14 | raw lead-harvest artifact directory present; downloaded_payload_present; SW_Script_and_Data.zip, landing_preview.bin, landing_probe.json, unpacked_data | Alogna 2014 table 1 site counts: integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=1; catalog_usable_pair_rows=1; notes=Auto-discovered promoted harvested lead source. | Eerland 2016 Intention_attribution.csv: integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=1; catalog_usable_pair_rows=1; notes=Auto-discovered promoted harvested lead source.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	https://osf.io/hj6da/		
result_artifact_followup_8913b9cbc54f6883	figure1	repo_search_osf_4bf7723bf7b0	Predicting replication outcomes in the Many Labs 2 study	codex_provider_repair	codex	already_integrated_live_pair_source	high	no	none				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. Many Labs 2 public join: integrated_in_build=True; terminal_status=integrated; classification=project-specific joined pair table; live_pair_rows=28; catalog_usable_pair_rows=28; notes=Built from public replication summary plus original-effects files.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.	https://osf.io/x74r5/		
result_artifact_followup_744375c528aebaea	figure1	repo_search_osf_aabadb891e8b	Preregistration: Literature Search - Replication studies and original studies	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:dsqep:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/dsqep/		
result_artifact_followup_da0046b5d3881aed	figure1	repo_search_datacite_6f6fbb02bbc4	Primary data and results	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	figshare_inventory:failed:no_figshare_article_id	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://figshare.com/articles/dataset/Primary_data_and_results/31971444/1		
result_artifact_followup_6571b8f058ec89a2	figure1	repo_search_osf_9925b7bbbb00	Recommender Systems Reproducibility Project	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:yw84j:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | 8karz:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/yw84j/ | https://osf.io/8karz/		
result_artifact_followup_0bb387588f1a25e8	figure1	repo_search_osf_fffdef2d8c78	Replication	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:vpceb:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/vpceb/		
result_artifact_followup_b130ce60ae84d2db	figure1	repo_search_datacite_49aef5283da3	Replication Study: Women’s Participation in Student Software Teams	codex_provider_repair	codex	individual_replication_report_context	high	no	none				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	The local artifacts are an individual replication report or paper-level replication study, not a corpus/database result table.	Route, if needed, through the individual-paper worklist; do not treat as a reusable corpus result catalog.	https://figshare.com/articles/dataset/Primary_data_and_results/31971444/2 | https://figshare.com/articles/dataset/Primary_data_and_results/31971444		
result_artifact_followup_32d89702a7661046	figure1	repo_search_dataverse_c2906b5dfd2b	Replication files for Male circumcision and HIV acquisition: re-investigating the evidence from young men in Kisumu, Kenya	codex_provider_repair	codex	local_artifacts_not_generic_result_tables	medium	no	none	source_artifact_20ec35e90f4639f7 | source_artifact_768ccb346c4dde49 | source_artifact_410196535c4c4989 | source_artifact_9f9e25b8c107606a | source_artifact_6dc07982d4c946c3 | source_artifact_3a2e4d84c0e99e5a | source_artifact_8c40fb66ab2d575d | source_artifact_46fd8376033f8468			parser_rows=16; sampled=0; high=0; medium=0; extracted=0	Sampled/local artifacts exist, but parser routing found no strong result-table evidence.	Keep local artifacts as provenance/context; do not ask GPT unless a source-family decision later makes this source high-value.	https://doi.org/10.7910/DVN/5HYL5A		
result_artifact_followup_0f2e29fa2daed57a	figure1	repo_search_osf_3c6cdcbee4b9	Reproducibility Project - Psychology: Design	codex_provider_repair	codex	local_artifacts_not_generic_result_tables	medium	no	none	source_artifact_1b39cdd9a86a5c8f			parser_rows=2; sampled=0; high=0; medium=0; extracted=0	Sampled/local artifacts exist, but parser routing found no strong result-table evidence.	Keep local artifacts as provenance/context; do not ask GPT unless a source-family decision later makes this source high-value.	https://osf.io/i68pe/		
result_artifact_followup_80281b4c4ca3c04f	figure1	repo_search_osf_187d493c5dae	Reproducibility Project in Special Education	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	osf_inventory:no_files_found:m2xpj:providers=1 | files=0	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/m2xpj/		
result_artifact_followup_681a2ceb87317bb5	figure1	domain_search_osf_346003e74a16	Rollout Design Replication Project	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:rkqab:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/rkqab/		
result_artifact_followup_9b973dba997e2470	figure1	domain_search_osf_08793226b32b	Sample size and replication: A census using the Reproducibility Project Psychology	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:dn3fk:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/dn3fk/		
result_artifact_followup_b66c391cbd28b417	figure1	repo_search_osf_5efbb2b834cb	The Reproducibility Project	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	osf_inventory:no_files_found:g4ntj:providers=1 | files=0	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/g4ntj/		
result_artifact_followup_1a958c09143a3833	figure1	repo_search_osf_7661e903bf58	WP1 XP2a - Book of N: White [replication - open question]	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:2qm8f:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/2qm8f/		
result_artifact_followup_e1b400aec5ecc3b2	figure1	repo_search_osf_25a030cb8e72	WP1 XP2a - Book of N: White [replication]	codex_provider_repair	codex	deterministic_repair_exhausted	medium	yes	gpt				parser_rows=0; sampled=0; high=0; medium=0; extracted=0	"osf_inventory:no_files_found:xt458:failed:{""errors"":[{""detail"":""Not found.""}],""meta"":{""version"":""2.0""}} | files=0"	Escalate to GPT external artifact resolution or later user/manual route if GPT cannot find a public object.	https://osf.io/xt458/		
result_artifact_followup_888d6305b6c917c9	figure1	lead_border_2019	Border 2019 candidate gene replication	codex_direct_url_repair	codex	local_artifacts_not_generic_result_tables	medium	no	none	source_artifact_506efe18f0661e66 | source_artifact_89834584cd4d5253			parser_rows=4; sampled=0; high=0; medium=0; extracted=0	Sampled/local artifacts exist, but parser routing found no strong result-table evidence.	Keep local artifacts as provenance/context; do not ask GPT unless a source-family decision later makes this source high-value.	https://psychiatryonline.org/doi/10.1176/appi.ajp.2018.18070881	http://matthewckeller.com/publications/Border_AJP_2019.pdf	
result_artifact_followup_454782972ba9d03f	figure1	lead_media_priming_2017	Media priming direct replication	codex_direct_url_repair	codex	local_artifacts_not_generic_result_tables	medium	no	none	source_artifact_8ee6c9b048ded308 | source_artifact_06fd11003015d26b			parser_rows=4; sampled=0; high=0; medium=0; extracted=0	Sampled/local artifacts exist, but parser routing found no strong result-table evidence.	Keep local artifacts as provenance/context; do not ask GPT unless a source-family decision later makes this source high-value.	https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ECGADO	https://dataverse.harvard.edu/api/access/datafile/:persistentId?persistentId=doi:10.7910/DVN/ECGADO/DSUNVR	
result_artifact_followup_130c37d823f4380d	figure1	corpus_db_lead_angrist_learning_curve_2023	Angrist learning-curve replication corpus	codex_local_mirror_identification	codex	staged_local_source_not_ready_for_figure1	medium	no	none	source_artifact_2e1392ce0c112490 | source_artifact_506186ba45835840 | source_artifact_e7088f01d4281de8 | source_artifact_54296a8248b42734 | source_artifact_0da7266d8042f5e6 | source_artifact_1b2a05e2d50c9b06 | source_artifact_9cdbd629471a99cc | source_artifact_ef9af6367babb68f	data/derived/replication_pairs/harvest/staged/angrist_learning_curve_2023__stage.csv | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/openicpsr_189561_v1/Output/Tables/Table_1.csv | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/openicpsr_189561_v1/accurate_targeting_country.dta | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/openicpsr_189561_v1/accurate_targeting_week.dta | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/openicpsr_189561_v1/operation_taught_all.dta | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/landing_probe.json | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/Angrist_Cullen_Bergman_et-al_Learning-Curve-Progress-in-the-Replication-Crisis_2023.pdf | data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023/openicpsr_189561_v1/README.pdf	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_2e1392ce0c112490.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_506186ba45835840.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_e7088f01d4281de8.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_54296a8248b42734.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_0da7266d8042f5e6.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_1b2a05e2d50c9b06.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_9cdbd629471a99cc.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_ef9af6367babb68f.json	parser_rows=12; sampled=12; high=0; medium=5; extracted=0	Existing staged decision at data/derived/replication_pairs/harvest/staged/angrist_learning_curve_2023__stage.csv has default_action=review_only; expected_rows=0; promotion_blocker=metric_not_on_shared_d_axis|source_not_pair_buildable; notes=OpenICPSR package 189561-V1 is now local with README.pdf main.do three Stata monitoring datasets and output Table_1.csv. It supports the Learning Curve implementation-monitoring figures and tables but the payload is not an original-versus-replication D/N treatment-effect pair table. It reports accurate targeting and operation-taught progression metrics across implementation trials.	Keep staged/local files as provenance context; do not promote to corpus-result extraction until the blocker is explicitly resolved.			data/raw/replication_projects/lead_harvest/angrist_learning_curve_2023 | data/derived/replication_pairs/harvest/staged/angrist_learning_curve_2023__stage.csv
result_artifact_followup_625ad520cd5ab4e4	figure1	corpus_db_appendix_d_supplemental	Appendix D supplemental	codex_local_mirror_identification	codex	already_integrated_live_pair_source	high	no	none	source_artifact_72950d5db7ca6b22	docs/nightmare-hellscape (3).html	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_72950d5db7ca6b22.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. Appendix D supplemental: integrated_in_build=True; terminal_status=integrated; classification=canonical hand-built pair table / floor source; live_pair_rows=0; catalog_usable_pair_rows=555; notes=Used as a floor source for undercovered project families in the Figure 2 rule and plotted subsets.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.			docs/nightmare-hellscape (3).html
result_artifact_followup_7298eade49d59aeb	figure1	corpus_db_lead_border_2019	Border 2019 candidate gene replication	codex_local_mirror_identification	codex	staged_local_source_not_ready_for_figure1	medium	no	none	source_artifact_66e5b2fd038c61cd | source_artifact_67190f63a0313bab | source_artifact_160137b4a535df93 | source_artifact_18a0c2dbf8195036 | source_artifact_bac203af4978538c	data/derived/replication_pairs/harvest/staged/border_2019__stage.csv | data/raw/replication_projects/lead_harvest/border_2019/landing_probe.json | data/raw/replication_projects/lead_harvest/border_2019/raw_download.json | data/raw/replication_projects/lead_harvest/border_2019/raw_probe.json | data/raw/replication_projects/lead_harvest/border_2019/raw__Border_AJP_2019.pdf	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_66e5b2fd038c61cd.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_67190f63a0313bab.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_160137b4a535df93.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_18a0c2dbf8195036.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_bac203af4978538c.json	parser_rows=5; sampled=5; high=0; medium=1; extracted=0	Existing staged decision at data/derived/replication_pairs/harvest/staged/border_2019__stage.csv has default_action=stage_only; expected_rows=150; promotion_blocker=metric_not_on_shared_d_axis|needs_primary_pdf_confirmation; notes=The primary PDF is local. The AJP supplemental endpoint returned 403 in this environment. Candidate-gene summary associations remain a native genetic metric and require manual extraction rather than a direct D/N pair table	Keep staged/local files as provenance context; do not promote to corpus-result extraction until the blocker is explicitly resolved.			data/raw/replication_projects/lead_harvest/border_2019 | data/derived/replication_pairs/harvest/staged/border_2019__stage.csv
result_artifact_followup_7f58b4acf29b3ba5	figure1	corpus_db_lead_coppock_2019	Coppock 2019 generalizability corpus	codex_local_mirror_identification	codex	already_integrated_live_pair_source	high	no	none	source_artifact_62b0be47915b5601 | source_artifact_4e987e3b6b7df1c8 | source_artifact_9f242a061068001c	data/derived/replication_pairs/harvest/staged/coppock_2019__stage.csv | data/raw/replication_projects/lead_harvest/coppock_2019/landing_probe.json | data/raw/replication_projects/lead_harvest/coppock_2019/dataverse_dvn_f1cffm/dataverse_files.zip	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_62b0be47915b5601.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_4e987e3b6b7df1c8.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_9f242a061068001c.json	parser_rows=3; sampled=3; high=0; medium=1; extracted=0	Matched existing plot source catalog integrated source. Coppock 2019 generalizability corpus: integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=50; catalog_usable_pair_rows=50; notes=Auto-discovered promoted harvested lead source.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.			data/raw/replication_projects/lead_harvest/coppock_2019 | data/derived/replication_pairs/harvest/staged/coppock_2019__stage.csv
result_artifact_followup_2fb6dd4be4ac3f6c	figure1	corpus_db_lead_eef_regrants	EEF regrants systematic replication candidates	codex_local_mirror_identification	codex	staged_local_source_not_ready_for_figure1	medium	no	none	source_artifact_c2756e0a34d210cc | source_artifact_08e27848201f74a8	data/derived/replication_pairs/harvest/staged/eef_regrants__stage.csv | data/raw/replication_projects/lead_harvest/eef_regrants/landing_probe.json	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_c2756e0a34d210cc.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_08e27848201f74a8.json	parser_rows=2; sampled=2; high=0; medium=1; extracted=0	Existing staged decision at data/derived/replication_pairs/harvest/staged/eef_regrants__stage.csv has default_action=review_only; expected_rows=0; promotion_blocker=source_not_pair_buildable; notes=EEF page is a project index and funding/evaluation catalog rather than a machine-readable original-versus-replication result table	Keep staged/local files as provenance context; do not promote to corpus-result extraction until the blocker is explicitly resolved.			data/raw/replication_projects/lead_harvest/eef_regrants | data/derived/replication_pairs/harvest/staged/eef_regrants__stage.csv
result_artifact_followup_bbc18f030bddbe98	figure1	corpus_db_eerp_effectdata_py	EERP effectdata.py	codex_local_mirror_identification	codex	already_integrated_live_pair_source	high	no	none	source_artifact_dc96df3dc218656b	data/raw/replication_projects/eerp/effectdata.py	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_dc96df3dc218656b.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. ReplicationSuccess RProjects.rda: integrated_in_build=True; terminal_status=integrated; classification=harmonized project-specific pair table; live_pair_rows=18; catalog_usable_pair_rows=18; notes=Uses the Experimental Economics subset of the harmonized 143-row RProjects object. | EERP 2016 supplement (manual): integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=7; catalog_usable_pair_rows=7; notes=Auto-discovered promoted harvested lead source.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.			data/raw/replication_projects/eerp/effectdata.py
result_artifact_followup_b0f6fd3f0033a0ba	figure1	corpus_db_eerp_marketdata_zip	EERP marketdata.zip	codex_local_mirror_identification	codex	already_integrated_live_pair_source	high	no	none	source_artifact_5ad3050ff35c95f6	data/raw/replication_projects/eerp/marketdata.zip	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_5ad3050ff35c95f6.json	parser_rows=1; sampled=1; high=0; medium=0; extracted=0	Matched existing plot source catalog integrated source. ReplicationSuccess RProjects.rda: integrated_in_build=True; terminal_status=integrated; classification=harmonized project-specific pair table; live_pair_rows=18; catalog_usable_pair_rows=18; notes=Uses the Experimental Economics subset of the harmonized 143-row RProjects object. | EERP 2016 supplement (manual): integrated_in_build=True; terminal_status=integrated; classification=harvest-promoted pair table; live_pair_rows=7; catalog_usable_pair_rows=7; notes=Auto-discovered promoted harvested lead source.	Do not re-review this local artifact as a new result source; use the existing live/catalog source row and preserve this artifact as audit context.			data/raw/replication_projects/eerp/marketdata.zip
result_artifact_followup_f3a9778442c652a1	figure1	corpus_db_lead_metaketa_i_2019	EGAP Metaketa I	codex_local_mirror_identification	codex	staged_local_source_not_ready_for_figure1	medium	no	none	source_artifact_9e3f7d4f3fd21e7c | source_artifact_645ba069c9ad3398 | source_artifact_cf0766c1a85fcbae | source_artifact_926e225222cfd19a | source_artifact_5a140415e9ae5181	data/derived/replication_pairs/harvest/staged/metaketa_i_2019__stage.csv | data/raw/replication_projects/lead_harvest/metaketa_i_2019/landing_probe.json | data/raw/replication_projects/lead_harvest/metaketa_i_2019/raw_download.json | data/raw/replication_projects/lead_harvest/metaketa_i_2019/raw_probe.json | data/raw/replication_projects/lead_harvest/metaketa_i_2019/github_metaketa_i/metaketa-i-main.zip	steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_9e3f7d4f3fd21e7c.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_645ba069c9ad3398.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_cf0766c1a85fcbae.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_926e225222cfd19a.json | steps/source_inventory/figure1/result_artifact_acquisition/codex_local/mirror_sample/artifact_samples/source_artifact_5a140415e9ae5181.json	parser_rows=5; sampled=5; high=0; medium=1; extracted=0	Existing staged decision at data/derived/replication_pairs/harvest/staged/metaketa_i_2019__stage.csv has default_action=stage_only; expected_rows=24; promotion_blocker=metric_not_on_shared_d_axis; notes=GitHub archive downloaded including anonymized raw data and ScienceAdvances madat.csv; coordinated field-experiment effects are native ATE-style rather than smaller-N original versus larger-N D/N pairs	Keep staged/local files as provenance context; do not promote to corpus-result extraction until the blocker is explicitly resolved.			data/raw/replication_projects/lead_harvest/metaketa_i_2019 | data/derived/replication_pairs/harvest/staged/metaketa_i_2019__stage.csv
