source_family,year,study_slug,title,study_url,row_status,prereg_evidence,d_n_status,notes
TESS peer-reviewed survey-experiment archive,2017,wallaceS9,"International Law, (Non)Compliance, and Domestic Audience Costs",https://tessexperiments.org/study/wallaceS9,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2017,williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,https://tessexperiments.org/study/williamson859,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,abrajano713,Using Experiments to Estimate Racially Polarized Voting,https://tessexperiments.org/study/abrajano713,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,ansonBR60,Which Economy? Class and Partisan Biases in the Acquisition of Economic Information,https://tessexperiments.org/study/ansonBR60,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,braman751,"Exploring the Role of Constitutional Considerations, Public Support and Personal Preferences in Citizen Assessments of Proposed Congressional Action on Immigration and Gun Control",https://tessexperiments.org/study/braman751,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,corstangeBR69,American Responses to the Syrian Refugee Crisis,https://tessexperiments.org/study/corstangeBR69,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,craig735,Racial Majority & Minority Group Members' Psychological and Political Reactions to Minority Population Growth,https://tessexperiments.org/study/craig735,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,enos700,Is Modern Racism Caused by Anti-Black Affect? An Experimental Investigation of the Attitudes Measured by Modern Racism Scales,https://tessexperiments.org/study/enos700,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,ferrer825,Conflict between curative and palliative goals among health care personnel: Elucidating psychological processes and resolving conflict through self-affirmation,https://tessexperiments.org/study/ferrer825,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,galesic90,Influence of Affect on Philosophical Intuitions,https://tessexperiments.org/study/galesic90,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,guess742,"Gun Control, Attitude Change, and Bayesian Updating",https://tessexperiments.org/study/guess742,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,hankinson707,Do liberals and conservatives differ in attitudes towards new housing development? A conjoint experiment to understand ideology and the housing affordability crisis,https://tessexperiments.org/study/hankinson707,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,howard823,Understanding the Expense Prediction Bias,https://tessexperiments.org/study/howard823,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,klarBR57,Untangling a Dislike for the Opposing Party from a Dislike of Parties,https://tessexperiments.org/study/klarBR57,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,klarBR70,"Untangling a Dislike for the Opposing Party from a Dislike of Parties, Replication",https://tessexperiments.org/study/klarBR70,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,knaphus745,Parental Incarceration and School Discipline: Examining the Effect of Parental Incarceration on Teacher Decision-Making,https://tessexperiments.org/study/knaphus745,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,krupnikov719,Does Transparency Affect Survey Research?,https://tessexperiments.org/study/krupnikov719,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,kuruBR67,Polls that Matter: Dynamics of Horse Race Polling and Public Evaluation of Poll Reports,https://tessexperiments.org/study/kuruBR67,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,lee817,Networks in Time: Testing Contextual Effects in the 2004 General Social Survey Network Items,https://tessexperiments.org/study/lee817,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,levendusky741,Can We Reduce Affective Polarization in the Mass Public?,https://tessexperiments.org/study/levendusky741,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,mcginty730,Portrayals of Serious Mental Illness: Precursor to Violence or Treatable Health Condition?,https://tessexperiments.org/study/mcginty730,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,merolla843,Emotional Reactions to Terrorism and Candidate Evaluations,https://tessexperiments.org/study/merolla843,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,pedulla821,Opting into Work-Family Policies: Comparing the Effects of Material and Cultural Concerns,https://tessexperiments.org/study/pedulla821,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,pepin791,Public Perception of Money in Families,https://tessexperiments.org/study/pepin791,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,peterson757,The Electoral Consequences of Elite-Induced Opinion Change,https://tessexperiments.org/study/peterson757,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,pistonBR61,Explaining the Prevalence of White Biological Racism against Blacks,https://tessexperiments.org/study/pistonBR61,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,richman839,Draining Social Ties and Financial Decision Making,https://tessexperiments.org/study/richman839,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,roth766,How Does Economic Status Affect Social Preferences? Experimental Evidence,https://tessexperiments.org/study/roth766,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,sapersteinBR46,"Gender Identity and Diversity, Part 2",https://tessexperiments.org/study/sapersteinBR46,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,scherer712,"Interest in Cancer Screening Tests That Lack Benefits: The Role of Cancer Worry, Perceived Cancer Risk, and Perceived Test Risk",https://tessexperiments.org/study/scherer712,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,schildkraut726,"How Whites React to Demographic Change: Millennials, Contract, and Identity",https://tessexperiments.org/study/schildkraut726,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,shafranekBR71,Political Consequences of Apolitical Partisan Conflict,https://tessexperiments.org/study/shafranekBR71,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,sirin837,Group Empathy as an Explanation for Variation in U.S. Intergroup Reactions to Humanitarian Emergencies Abroad and Refugee Crises,https://tessexperiments.org/study/sirin837,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,sydnor770,How Conflict Orientation Influences Emotional and Political Responses to Incivility,https://tessexperiments.org/study/sydnor770,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,wayne841,The Emotional Substrates of Support for Authoritarian Populists,https://tessexperiments.org/study/wayne841,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2016,willer845,The Effects of Racial and Economic Threat on Support for the 2016 Presidential Candidates,https://tessexperiments.org/study/willer845,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,abascal635,Black–White Relations in the Wake of Hispanic Growth: Generosity and Identification,https://tessexperiments.org/study/abascal635,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,arceneaux558,Understanding How Individual Differences and Context Shape Media Effects,https://tessexperiments.org/study/arceneaux558,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,chabot647,Saving for retirement vs. Saving for a retirement with others: Motivating saving by framing retirement as a social experience,https://tessexperiments.org/study/chabot647,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,coppock696,Proposal to Replicate and Extend Seven TESS Studies,https://tessexperiments.org/study/coppock696,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,demerjian628,The Wages of Parenthood: At the Intersection of Sexual Orientation and Child Caregiving,https://tessexperiments.org/study/demerjian628,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,doan663,The Division of Labor in Same-sex and Heterosexual Households,https://tessexperiments.org/study/doan663,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,ferrer549,Self-Affirmation and Defensiveness to Health Messages for the Self vs a Close Other,https://tessexperiments.org/study/ferrer549,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,ferrer580,Self-Affirmation and Implementation Intentions: The Moderating Role of Discrete Emotion,https://tessexperiments.org/study/ferrer580,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,gampa616,(Ideo)Logical Reasoning: Ideology Impairs Sound Reasoning,https://tessexperiments.org/study/gampa616,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,gibson610,Symbols of Justice or of Social Control? Legal Authority and the Views of African Americans,https://tessexperiments.org/study/gibson610,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,giner-sorollaB40,Lay Benchmarking of a Minimum Meaningful Effect Size for Conceptual Outcomes,https://tessexperiments.org/study/giner-sorollaB40,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,gross646,"Helping the Homeless: Empathy, Race, and Perceptions of Homelessness in America",https://tessexperiments.org/study/gross646,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,ishizuka661,"Preferences or Constraints? Education, Gender, and Parenting Attitudes",https://tessexperiments.org/study/ishizuka661,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,johnstonBR46,On the Appeal of Libertarianism in the U.S. Public,https://tessexperiments.org/study/johnstonBR46,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,krosnick658,Cross-National Replication of Questions Design Experiments,https://tessexperiments.org/study/krosnick658,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,malhotra634,Economic Spillovers of Political Polarization,https://tessexperiments.org/study/malhotra634,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,mccall723,Testing the Opportunity Model of Beliefs about Economic Inequality,https://tessexperiments.org/study/mccall723,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,mclaughlin672,What fosters patients' acceptance of Clinical Decision Support Systems? The influence of knowledge and provider type on popular willingness to use artificial medical intelligence,https://tessexperiments.org/study/mclaughlin672,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,mizeBR49,Precarious Sexuality and Categorization of Sexual Orientation,https://tessexperiments.org/study/mizeBR49,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,nair644,Misperceptions of the Global Income Distribution and Preferences for Cross-National Redistribution in the United States,https://tessexperiments.org/study/nair644,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,newman508,Work and Democratic Citizenship: A Theory of Ego Depletion and Political Participation,https://tessexperiments.org/study/newman508,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,schnabelBR47,Americans' Views on Refusal of Services to Same-Sex Couples and Interracial Couples,https://tessexperiments.org/study/schnabelBR47,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,trump605,Does Inequality Activate the System Justification Motivation?,https://tessexperiments.org/study/trump605,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,whillans626,The Barriers of Buying Happier Time,https://tessexperiments.org/study/whillans626,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2015,wichowsky518,"Prosocial Motivation, Social Position, and Support for Social Welfare Policy",https://tessexperiments.org/study/wichowsky518,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,goldman507,The Victim Paradox: How Portrayals of Suffering Affect Attitudes about Gay People and Gay Rights,https://tessexperiments.org/study/goldman507,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,guay574,The Political Effects of Large Number Estimation,https://tessexperiments.org/study/guay574,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,hopkins365,Do Voting Criteria Differ across Levels of the U.S. Federal System? A Conjoint Experiment to Understand Voter Decision-making,https://tessexperiments.org/study/hopkins365,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,kallaBR42,Equal Representation Project,https://tessexperiments.org/study/kallaBR42,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,liuBR33,An Experiment Testing Six Formats of 0 to 100 Rating Scales,https://tessexperiments.org/study/liuBR33,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,metcalf541,Do Better Labels Lead to Better Choices? Evidence from Energy Efficient Labels,https://tessexperiments.org/study/metcalf541,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,nayak609,Randomized Drug Trials without Consent? The Public's Perspective,https://tessexperiments.org/study/nayak609,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,nelsonBR35,How Should We Measure the Perceived Ideological Position of the US Supreme Court?,https://tessexperiments.org/study/nelsonBR35,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,pereira402,Can Women's Representation Reduce the Effect of Stereotype Threat on the Gender Gap in Political Knowledge?,https://tessexperiments.org/study/pereira402,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,persky348,Emotion and Response to Physician-Provided Genetic Weight Management Messages,https://tessexperiments.org/study/persky348,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,peterson438,Extreme Policy Proposals and Public Opinion,https://tessexperiments.org/study/peterson438,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,powroznik482,"Body Size, Illness, and Blame: Causal Attributions and Social Consequences",https://tessexperiments.org/study/powroznik482,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,reedBR32,"When is ""bad stronger than good"" in decision making",https://tessexperiments.org/study/reedBR32,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,robison539,"Strategic Frames, Value Frames, and Citizen Reactions to Elite Polarization",https://tessexperiments.org/study/robison539,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,sapersteinBR44,Gender Identity and Diversity,https://tessexperiments.org/study/sapersteinBR44,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,schuman601,Do Collective Memory and Autobiographical Memory Refer to Different Developmental Stages?,https://tessexperiments.org/study/schuman601,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,suhay416,How Scientific Beliefs about the Causes of Homosexuality Influence Opinion on Gay Rights,https://tessexperiments.org/study/suhay416,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
TESS peer-reviewed survey-experiment archive,2014,tomzBRIEF31,Shifting Positions on Abortion,https://tessexperiments.org/study/tomzBRIEF31,candidate_queue_only,TESS peer-reviewed proposal/study page predates fielding at the platform level; verify per study before promotion,missing final paper-level D/N until linked publication or Roper/data extraction,Do not plot from this queue until the linked final publication/result and analytic N are extracted.
