plot_label	plot_universe_id	corpus_database_id	name	record_kind	inventory_status	current_scope_roles	plot_relevance_field	plot_relevance_value	access_status	host	landing_url	raw_url	existing_local_paths	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	result_artifact_acquisition_state	acquisition_route_type	acceptable_result_artifact_classes	target_local_root	priority	blocker_codes	next_action	notes	last_seen
figure1	plot1_replication_pairs	repo_search_osf_3c6cdcbee4b9	Reproducibility Project - Psychology: Design	candidate_corpus_or_database	needs_triage_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/i68pe/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/i68pe	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_187d493c5dae	Reproducibility Project in Special Education	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/m2xpj/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/m2xpj	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_85ec777fb6f4	Reproducibility Project: Cancer Biology	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	yes	yes	yes	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_reproducibility_project_cancer_biology_af358cb46e72	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_dataverse_62327a47981a	Reproducibility Project: Psychology	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.7910/DVN/28838			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	dataverse_inventory_and_download	Dataverse dataset metadata | tabular file | package ZIP | codebook | replication package member	data/raw/source_artifacts/figure1/doi_10_7910_dvn_28838	high	no_local_result_artifact	run_dataverse_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_c23f70c3fdd3	Reproducibility Project: Psychology converted data	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	unknown	yes	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_reproducibility_project_psychology_converted_data_7e4cfd2cb65	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_346003e74a16	Rollout Design Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/rkqab/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/rkqab	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_a162112fef85	RP:P Replication of J Förster, N Liberman, &amp; S Kuschel (2008)	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/rcxqj/			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/rcxqj	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	domain_search_osf_08793226b32b	Sample size and replication: A census using the Reproducibility Project Psychology	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/dn3fk/			unknown; search metadata only	yes	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/dn3fk	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_5b83c7863834	Statistical methods for replicability assessment	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1214/20-aoas1336			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w2922763204	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_openalex_fa42728a0892	Successes and Failures of Replications: A Meta-Analysis of Independent Replication Studies Based on the OSF Registries	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.31222/osf.io/8psw2			unknown; search metadata only	yes	unknown	yes	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w4293864788	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_europepmc_3e6d6755ad19	The assessment of replicability using the sum of <i>p</i>-values.	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1098/rsos.240149			unknown; search metadata only	unknown	yes	yes	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/pmc11349439	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_crossref_444567d7cff3	The Effect of Replications on Citation Patterns: Evidence From a Large-Scale Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1177/09567976211005767			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/10_1177_09567976211005767	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_e75e9f271467	The Life Outcomes Of Personality Replication Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	openalex.org	https://openalex.org/W2914803882			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	landing_page_inventory_or_manual_resolution	mirrored source-family webpage | linked download | manual artifact target	data/raw/source_artifacts/figure1/https_openalex_org_w2914803882	high	no_local_result_artifact	run_landing_page_inventory_or_manual_resolution_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_crossref_6247e94906e6	The production log: A digital imaging capacity replication project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.69554/frlp6710			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/10_69554_frlp6710	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_cites_07c3f155eb86	The replication crisis has led to positive structural, procedural, and community changes	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1038/s44271-023-00003-2 | https://doi.org/10.31222/osf.io/r6cvx			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w4385240232_https_openalex_org_w4378676334	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_europepmc_5a5defc59a7e	The Replication Database: Documenting the Replicability of Psychological Science.	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.5334/jopd.101 | https://doi.org/10.31222/osf.io/me2ub			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/pmc12270267_https_openalex_org_w4394714357_https_openalex_org_w4402441701	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_crossref_320216629369	The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.24072/pci.rr.100609			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/10_24072_pci_rr_100609	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_5efbb2b834cb	The Reproducibility Project	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/g4ntj/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/g4ntj	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_crossref_be5b37ea07db	The Reproducibility Project: A Model of Large-Scale Collaboration for Empirical Research on Reproducibility	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.2139/ssrn.2195999			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/10_2139_ssrn_2195999	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_openalex_f70bd4f4b390	The Reverse Journal v5.0: Pre-Experiment Risk Intelligence Engine	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.5281/zenodo.19057339			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w7136783922	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_cites_f77d0173ee75	Time to adjust: Improving replicability in experimental psychology by adjustment for evident selective inference	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.48550/arxiv.2006.11585			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w3160041921	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	registry_search_europepmc_bb12dc539169	Triplett’s Social Facilitation Experiment: A Registered Replication Report	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.31234/osf.io/bqzj9_v1			unknown; search metadata only	unknown	yes	yes	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_doi_org_10_31234_osf_io_bqzj9_v1	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_2584049b16b9	Undergraduate Replication Projects	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	osf.io	https://osf.io/xnuap/			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/xnuap	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_europepmc_e06fd719c585	Unstable Measures, Unreliable Effects: Re-evaluating Replicability with Reliability Informed Confidence Intervals	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.21203/rs.3.rs-5937985/v1			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_doi_org_10_21203_rs_3_rs_5937985_v1	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	citation_search_openalex_63df894f37fe	Updating the guidelines for data transparency in the British Journal of Pharmacology – data sharing and the use of scatter plots instead of bar charts	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1111/bph.13925			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w2743010703	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_openalex_da504593e056	Using model-based predictions to inform the mathematical aggregation of human-based predictions of replicability	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.31222/osf.io/f675q			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w4210545070	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_crossref_447554bdc098	Visual and behavioral responses to social and non-social threats: A multi-site replication	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1016/j.actpsy.2024.104612			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/10_1016_j_actpsy_2024_104612	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	biblio_search_openalex_de35e9f48ef6	Would Ecology Fail the Repeatability Test?	candidate_corpus_or_database	discovered_search_lead	figure1_corpus_database_candidate	figure1_replication_relevance	yes	search_metadata_seen	doi.org	https://doi.org/10.1093/biosci/biv176			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	article_pdf_supplement_or_data_availability_route	article PDF/HTML/XML containing corpus table | supplementary table | data availability repository	data/raw/source_artifacts/figure1/https_openalex_org_w2291411512	high	no_local_result_artifact	run_article_pdf_supplement_or_data_availability_route_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_27c69d9dadd0	AEA RCT Registry	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_aea_rct_registry_89598deb8a52	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_2bcb667abe09	Barnett/Wren biomedical CI scrape through BEAR	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_barnett_wren_biomedical_ci_scrape_through_bear_777c3caaf988	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_6b5329f87edd	BEAR combined database	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_bear_combined_database_fcce1c1394c9	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	manual_search_manual_tracker_9244ee72b4a3	Brodeur economics through BEAR	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	manual_tracker	reports/corpus_suggestion_tracker.md	reports/corpus_suggestion_tracker.md		unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	direct_download_or_api_snapshot	downloaded database export | API JSON snapshot | raw table | archive	data/raw/source_artifacts/figure1/manual_tracker_row_brodeur_economics_through_bear_865b5b0759ff	high	no_local_result_artifact	run_direct_download_or_api_snapshot_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_1afe2afc30e4	Circadian typology is related to resilience and optimism in healthy adults	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	zenodo.org	https://zenodo.org/doi/10.5281/zenodo.18681900 | https://zenodo.org/doi/10.5281/zenodo.18681901			unknown; search metadata only	unknown	unknown	unknown	needs_result_bearing_artifact_on_disk	zenodo_record_file_download	Zenodo record metadata | record files | archive members | DOI-versioned snapshot	data/raw/source_artifacts/figure1/10_5281_zenodo_18681900_10_5281_zenodo_18681901	high	no_local_result_artifact	run_zenodo_record_file_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_6abf8205297e	Combining specific task-oriented training with manual therapy to improve balance and mobility in patients after stroke: a mixed methods pilot randomised controlled trial	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	tandf.figshare.com	https://tandf.figshare.com/articles/dataset/Combining_specific_task-oriented_training_with_manual_therapy_to_improve_balance_and_mobility_in_patients_after_stroke_a_mixed_methods_pilot_randomised_controlled_trial/22598456/1 | https://tandf.figshare.com/articles/dataset/Combining_specific_task-oriented_training_with_manual_therapy_to_improve_balance_and_mobility_in_patients_after_stroke_a_mixed_methods_pilot_randomised_controlled_trial/22598456			unknown; search metadata only	yes	unknown	unknown	needs_result_bearing_artifact_on_disk	figshare_record_file_download	Figshare article metadata | public files | collection files	data/raw/source_artifacts/figure1/10_6084_m9_figshare_22598456_v1_10_6084_m9_figshare_22598456	high	no_local_result_artifact	run_figshare_record_file_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_59c938bcdc36	Direct replications in the era of open sampling	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/x2gfc/			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/x2gfc	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_datacite_cc2d7e813ae5	Four Replication Experiments of Kidd and Castano (2013)	candidate_repository_package	discovered_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	ssh.datastations.nl	https://ssh.datastations.nl/citation?persistentId=doi:10.17026/dans-zx6-h97m			unknown; search metadata only	unknown	yes	unknown	needs_result_bearing_artifact_on_disk	repository_or_package_discovery	package landing page | repository archive | data/code files | generated result tables	data/raw/source_artifacts/figure1/10_17026_dans_zx6_h97m	high	no_local_result_artifact	run_repository_or_package_discovery_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
figure1	plot1_replication_pairs	repo_search_osf_fdacffa906b9	Headspace for Parents: A Pilot Randomised Controlled Trial	candidate_repository_package	needs_triage_search_lead	figure1_repository_package_candidate	figure1_replication_relevance	unknown	search_metadata_seen	osf.io	https://osf.io/63av8/			unknown; search metadata only	yes	yes	unknown	needs_result_bearing_artifact_on_disk	osf_inventory_and_download	OSF file inventory | CSV/TSV/XLSX/RDS/SAV/DTA | ZIP member | README/code | PDF supplement	data/raw/source_artifacts/figure1/63av8	high	no_local_result_artifact	run_osf_inventory_and_download_to_get_result_bearing_artifact_on_disk	Goal is a local result-bearing artifact for this plot universe, not just a source-family landing page or bibliographic record.	2026-05-01
