batch_id	cluster_id	decision	confidence	preferred_source_family_name	parent_corpus_database_id_or_key	route_target	needs_source_family_inventory	needs_root_candidate_review	needs_result_table_worklist	needs_individual_paper_worklist	context_only	terminal_for_cluster_review	source_count	lead_level_note_count	receipt_path	reason	next_action	sources_checked_json
clustered_recall002	cluster_awesome_time_honest_c4dcfa6f78be	inventory_source_family_artifacts	high	ying531/awesome-replicability-data time_honest package	github:ying531/awesome-replicability-data	source_family_artifact_inventory	true	false	false	false	false	false	3	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_awesome_time_honest_c4dcfa6f78be.json	The cluster is a dataset-level package from the curated awesome-replicability-data repository. It contains original and replication cleaned CSVs plus processing code and download manifests. These are child artifacts under the GitHub source family, not separate root source families.	Inventory original_cleaned.csv, replication1_cleaned.csv, replication2_cleaned.csv, process.R, and repository manifests under github:ying531/awesome-replicability-data; route derived result fields only after inspecting the processing script/table outputs.	"[""local:data/raw/replication_projects/lead_harvest/awesome_time_honest/"", ""local:data/raw/replication_projects/lead_harvest/awesome_time_honest/github_contents_file_list.csv"", ""prior clustered004 awesome-replicability-data decision receipt""]"
clustered_recall002	cluster_combined_data_67882494fffd	route_cluster_to_result_table_worklist	high	Psych 251 / RESCUE replication combined data	raw_replication_project:rescue_251	result_table_worklist	false	false	true	false	false	false	3	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_combined_data_67882494fffd.json	The local combined_data.csv table enumerates original, replication, additional, and rescue rows with N, raw statistical text, original article links, preregistration links, and replication-score fields. This is a reusable result table, not a new source-family root.	Route combined_data.csv, combined_data.md, and parsed_data.csv to result-table extraction under raw_replication_project:rescue_251; preserve raw_stat and N text before any D/N conversion or row collapsing.	"[""local:data/raw/replication_projects/rescue_251/combined_data.csv"", ""local:data/raw/replication_projects/rescue_251/combined_data.md"", ""local:data/raw/replication_projects/rescue_251/parsed_data.csv""]"
clustered_recall002	cluster_cultural_distance_2fde510433cc	inventory_source_family_artifacts	medium	PSA006 trolley multi-lab replication package	lead_harvest:psa_006_trolley	source_family_artifact_inventory	true	false	false	false	false	false	2	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_cultural_distance_2fde510433cc.json	The cluster contains local code/data files from a PSA006 trolley multi-lab package. It appears to be a reusable project package, but the compact evidence is mostly analysis/helper code, so the package needs inventory before any result-table extraction or corpus promotion.	Inventory PSA006 trolley files under lead_harvest:psa_006_trolley; inspect aggregate_inferences, additional-table, plotting scripts, and data outputs for original/replication effect rows and sample sizes before routing specific tables to extraction.	"[""cluster compact nodes for lead_harvest:psa_006_trolley"", ""local:data/raw/replication_projects/lead_harvest/psa_006_trolley/""]"
clustered_recall002	cluster_current_peer_reviewed_main_result_status_8b41fc59c0fa	keep_cluster_as_context	high	internal current peer-reviewed main-result status table	data/derived/corpus_candidates/current_peer_reviewed_main_result_status.csv	context_only	false	false	false	false	true	true	1	2	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_current_peer_reviewed_main_result_status_8b41fc59c0fa.json	This is an internal derived status table summarizing whether candidate corpora have peer-reviewed D/N and main-result flags. It is useful routing context, but it is not an external source family, dataset, repository, or result table for Figure 1 extraction.	Keep as pipeline context only; do not add to source-family intake and do not route as a result table.	"[""local:data/derived/corpus_candidates/current_peer_reviewed_main_result_status.csv""]"
clustered_recall002	cluster_how_replicable_are_links_between_personality_traits_and_consequential_life_outco_f308cd171b71	inventory_source_family_artifacts	high	Life Outcomes of Personality Replication Project (LOOPR)	corpus_db_loopr_coding_workbook	source_family_artifact_inventory	true	false	false	false	false	false	4	2	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_how_replicable_are_links_between_personality_traits_and_consequential_life_outco_f308cd171b71.json	LOOPR is already an integrated live source family with a local coding workbook containing original and replication effects for personality-outcome associations. The DOI/OSF hits in this cluster are source-family aliases and bibliographic/version artifacts for that existing parent.	Inventory DOI, OSF, and publication-version aliases under corpus_db_loopr_coding_workbook; keep the local Replication coding and results.xlsx workbook as the result-bearing artifact for extraction/provenance work.	"[""cluster compact nodes for DOI 10.1177/0956797619831612"", ""CORPORA_AND_DATABASES.tsv corpus_db_loopr_coding_workbook"", ""data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv LOOPR row"", ""local:data/raw/replication_projects/loopr/Replication coding and results.xlsx""]"
clustered_recall002	cluster_osf_07_final_ss_template_direct_aab7d6f050d3	inventory_source_family_artifacts	medium	SCORE power and sample-size methods package	score	source_family_artifact_inventory	true	false	false	false	false	false	3	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_osf_07_final_ss_template_direct_aab7d6f050d3.json	The local Tyner/Nosek OSF package is a SCORE-related methods/materials package containing sample-size templates, power scripts, manuals, and an analysis/code archive. These are useful source-family artifacts under SCORE, but the compact nodes are not themselves result tables.	Inventory README, OSF file list, power/sample-size templates, and analysis data/code archive under SCORE; route only any confirmed result-bearing data tables from the archive to extraction.	"[""local:data/raw/replication_projects/lead_harvest/tyner_nosek_2026/osf_01__README.md"", ""local:data/raw/replication_projects/lead_harvest/tyner_nosek_2026/osf_file_list.csv"", ""local:data/raw/replication_projects/lead_harvest/tyner_nosek_2026/""]"
clustered_recall002	cluster_replication_of_null_results_absence_of_evidence_or_evidence_of_absence_97f07921e023	keep_cluster_as_context	medium	Replication of null results secondary analysis	doi:10.7554/eLife.92311	context_only	false	false	false	false	true	true	3	2	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_replication_of_null_results_absence_of_evidence_or_evidence_of_absence_97f07921e023.json	This eLife article is a secondary methods/analysis paper illustrating equivalence testing and Bayes factors using already-known data from RP:CB, EPRP, and RPP. Its linked code repository may be useful provenance context, but the cluster is not a new reusable original-replication source family for Figure 1.	Keep as context for null-result interpretation and possible transformation code; use canonical RP:CB, EPRP, and RPP source-family artifacts for extraction rather than promoting this article as a new corpus.	"[""cluster compact nodes for DOI 10.7554/eLife.92311"", ""web:https://elifesciences.org/articles/92311"", ""web:https://gitlab.uzh.ch/samuel.pawel/rsAbsence""]"
clustered_recall002	cluster_rpp_data_osf_172fd3e0be91	route_cluster_to_result_table_worklist	high	Reproducibility Project: Psychology canonical OSF data	corpus_db_rpp_canonical_osf_csv	result_table_worklist	false	false	true	false	false	false	4	2	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_rpp_data_osf_172fd3e0be91.json	The cluster contains local RPP CSV mirrors. The canonical OSF CSV is already integrated live, and the jtLeek file is an archival mirror/cross-check. These are result-table artifacts under RPP, not a new source family.	Route rpp_data_osf.csv and rpp_data_jtleek.csv to the result-table worklist for provenance extraction and mirror/cross-check mapping under corpus_db_rpp_canonical_osf_csv.	"[""cluster compact nodes for raw_replication_project:rpp"", ""CORPORA_AND_DATABASES.tsv RPP canonical OSF CSV and jtLeek mirror rows"", ""data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv RPP rows"", ""local:data/raw/replication_projects/rpp/""]"
clustered_recall002	cluster_sports_sfbva_node_c21ed8767a97	inventory_source_family_artifacts	high	Estimating the Replicability of Sport Science Research	corpus_db_sports_science_supplemental_outcomes_table	source_family_artifact_inventory	true	false	false	false	false	false	3	1	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_sports_sfbva_node_c21ed8767a97.json	The OSF node metadata explicitly describes an analysis repository containing effect sizes from original and replication studies plus analysis code and markdown summaries. The sports-science corpus is already integrated locally from public supplemental outcome/sample-size artifacts, so this node is a child/source-family artifact to inventory rather than a new root row.	Attach OSF node sfbva and related project OSF 3VUFG as source-family access routes under corpus_db_sports_science_supplemental_outcomes_table; mirror or verify file-level effect-size/code artifacts if not already represented by the local sports supplement table and sample-size workbook.	"[""local:data/raw/replication_projects/osf_probe/sports_sfbva_node.json"", ""CORPORA_AND_DATABASES.tsv corpus_db_sports_science_supplemental_outcomes_table"", ""steps/searches/figure1/searchrecall-figure1-known-sources.tsv sports science row""]"
clustered_recall002	cluster_successes_and_failures_of_replications_a_meta_analysis_of_independent_replicatio_48eb11098644	keep_source_family_candidate	medium	Successes and Failures of Replications based on OSF Registries	doi:10.31222/osf.io/8psw2	corpora_update_proposal_then_source_family_inventory	true	true	false	false	false	false	4	2	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_successes_and_failures_of_replications_a_meta_analysis_of_independent_replicatio_48eb11098644.json	The article/preprint describes a meta-analysis of independent replication studies registered on OSF and points to open data/code, including an OSF project and dataset. It may be a reusable source object, but its rows need inventory because only a subset appear to contain comparable original and replication effect sizes.	Keep as a source-family candidate and inventory OSF project 9r62x plus dataset sfdq4/code scripts; route only confirmed original/replication effect-size rows to result-table extraction.	"[""cluster compact nodes for DOI 10.31222/osf.io/8psw2"", ""web:https://ideas.repec.org/p/osf/metaar/8psw2.html"", ""web:https://osf.io/9r62x/"", ""web:https://osf.io/sfdq4""]"
clustered_recall002	cluster_triplett_s_social_facilitation_experiment_a_registered_replication_report_14c13e6e2613	route_cluster_to_individual_replication_paper_worklist	high	Triplett social facilitation Registered Replication Report	doi:10.31234/osf.io/bqzj9_v1	individual_replication_paper_worklist	false	false	false	true	false	false	2	2	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_triplett_s_social_facilitation_experiment_a_registered_replication_report_14c13e6e2613.json	This is an individual registered replication report of Triplett's social facilitation experiment, with OSF/source links. It has affirmative replication-relation evidence, but the cluster does not establish a reusable multi-row source-family table.	Route the DOI/OSF package to the individual replication-paper worklist; inspect OSF pages for value-bearing files only if extracting this one paper/package separately.	"[""cluster compact nodes for DOI 10.31234/osf.io/bqzj9_v1"", ""cluster compact OSF nodes 6brq9 and vsgpq""]"
clustered_recall002	cluster_ying_2023_770ed6292b41	inventory_source_family_artifacts	high	Ying 2023 pilot-full-scale trials	family::ying_2023_pilot_full_scale_trials	source_family_artifact_inventory	true	false	false	false	false	false	4	3	steps/review_cue/figure1_search_leads/cluster_receipts/clustered_recall002/cluster_ying_2023_770ed6292b41.json	Ying 2023 is already an integrated live source family with a promoted partial reconstruction and unresolved staged artifacts. The cluster contains local EuropePMC abstract JSONs and scan outputs used to tighten pilot/full-scale evidence; these are child/provenance artifacts rather than a new root source family.	Inventory the EPMC abstract JSONs, abstract scan CSV, staged pair roster, and promoted reconstruction under family::ying_2023_pilot_full_scale_trials; route only confirmed pair/result tables to extraction.	"[""cluster compact nodes for lead_harvest:ying_2023"", ""CORPORA_AND_DATABASES.tsv Ying 2023 rows"", ""data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv Ying 2023 row"", ""local:data/raw/replication_projects/lead_harvest/ying_2023/""]"
