candidate_key	candidate_name	priority	initial_decision	current_repo_status	url	status	http_status	content_type	local_path	sha256	size_bytes	elapsed_sec	error
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/media-mentions/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/1c9b94bbaebf__media-mentions.html	2f888cf4fcfa9d2a958a32ad336214a6b7f4bd3ba6783cd494987308f2b86b90	116484	0.22	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/meet-the-team/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/d2878d3dbb9d__meet-the-team.html	bdaa5aa5fc2414328bd853f947a6b5ee895628165b142551a8953309d7af845c	134880	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/privacy-policy/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/ea459440df9a__privacy-policy.html	e8be988b3396d73475fc59b5ca8bacfbc560057f6d9bf732390df4b55ef767f1	128665	0.24	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2023pnas120-30	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/0e80a734fe17__replication-2023pnas120-30.html	1e8107bfbd0c20dfeb5d2d1252b1505dbedd03bc5b76619149b5ec16578ef77b	312421	0.36	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replications/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/e430578023b2__replications.html	a84fac344c3668e4c9067d33058afa08d4055885c719d4b1f761964895e88cb3	122188	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/simplest-valid-analysis/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/5b6c712d77e0__simplest-valid-analysis.html	f76e6373d7d13bbf528bdc8d6df824327963d7f196b8a862a5b76027a47e74fd	119677	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/subscribe/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b86c36f29774__subscribe.html	b9db90218fe2d1448fc264d466b345c8de36baa35b12a825948c2ab2fef8cc75	3178	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/wp-content/uploads/2025/10/TR-Team-response-PNAS-Sharing-of-misinformation-paper.pdf	already_local	200	application/pdf	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/80979344bd3e__TR-Team-response-PNAS-Sharing-of-misinformation-paper.pdf	56082475d95c8bca30f06c55d01aca386d72c74c818cb46d31276a2f957945bf	391107	0.15	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/about	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/d5905e18eeb7__about.html	52beb47a42d64b18e96760d7a6baa33d2dd6bdb73a68328268c532ffc771566a	115584	0.37	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/faq	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/cb084da6fd57__faq.html	79b7c8cbeda8d5395e07f2c7e56e02afdb5a6e8b5975c3ca44f0aa08930daa63	131579	0.37	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/meet-the-team	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/86d1fbeb8bf1__meet-the-team.html	bdaa5aa5fc2414328bd853f947a6b5ee895628165b142551a8953309d7af845c	134880	0.52	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/aad33c674cae__replications.clearerthinking.org	6f643b27e164ea13975169decc51a0cd48e603131d7f982bb700540b8c7e3961	1839206	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/2025psci36-8	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/098e0754ac55__2025psci36-8.html	517a87693d340f7f2773fc067554d1c02accc1b9684b6c32005370f4c95d3471	193243	0.38	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/2025psci36-8/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/5d4472780b75__2025psci36-8.html	517a87693d340f7f2773fc067554d1c02accc1b9684b6c32005370f4c95d3471	193243	0.22	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/2p4b/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/972aebf05a4f__2p4b.html	b951da37eb15bca8fd5859413675ff4f9269aa1dcb977421102959cd2202822f	120700	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/explaining-our-replicability-ratings/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/a61f0d1fde63__explaining-our-replicability-ratings.html	34881ab9c00115927d7f24241d81cf72969bc43e0f42e6d628221971716b86f8	124666	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/explaining-our-transparency-ratings-criteria-contents-and-rationale/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/16de1254fa4f__explaining-our-transparency-ratings-criteria-contents-and-rationale.html	9cdb47975987e5a605af032124cb50b9b57d05ddb397ece5312605e6334344f1	134184	0.23	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/how-much-do-academic-psychologists-trust-academic-psychology-and-is-there-still-a-replication-crisis	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/d57fc45a2d91__how-much-do-academic-psychologists-trust-academic-psychology-and-is-there-still-a-replication-crisis.html	f72bfdcbf02d8a2b8817ca8f0aec9e5e9d9a58c2865b7a869038433c69b8b9ac	169573	0.42	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/how-much-do-academic-psychologists-trust-academic-psychology-and-is-there-still-a-replication-crisis/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/f5a85a005c9d__how-much-do-academic-psychologists-trust-academic-psychology-and-is-there-still-a-replication-crisis.html	f72bfdcbf02d8a2b8817ca8f0aec9e5e9d9a58c2865b7a869038433c69b8b9ac	169573	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/is-tackling-importance-hacking-the-next-frontier-in-improving-psychology-research/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/307ac344a0e7__is-tackling-importance-hacking-the-next-frontier-in-improving-psychology-research.html	005998e08a51b81efe4cab8107bb5806102bc0628e5beec1e84a1e00b3707b27	150973	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/reality-check-podcast-interview-with-spencer-greenberg/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/e0e12b9175e3__reality-check-podcast-interview-with-spencer-greenberg.html	04db1a32ef39a802367daffaa0f2f36aaba4fb82c5af961e17506dd24d35ebb9	116321	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2020Science370-6517	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/370dbbdb8d0f__replication-2020Science370-6517.html	fa0674ea9813722faa422aca2f1bddb0bc2172d34e5cc4b628fbfc973cf00a01	173567	0.37	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2020science370-6517/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/9d1cf789511d__replication-2020science370-6517.html	5719c2eab27936af141e917ccb396b329e46867bae4911b5f288c02101879ba0	173567	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022jpsp122-2	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/969bee0d453b__replication-2022jpsp122-2.html	320cde38ad7faa6ae3981b4053be36bd565682735e46b97b5e324a8f1272ce9a	202951	0.41	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022jpsp122-2/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/ce57ffdbc1c1__replication-2022jpsp122-2.html	320cde38ad7faa6ae3981b4053be36bd565682735e46b97b5e324a8f1272ce9a	202951	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022jpsp122-3	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b9b4e1a90ad5__replication-2022jpsp122-3.html	a59a4993bc1f2d5dbb46250cfd879d01e707e99ec8df0835e9abe5e9032f47ca	256561	0.37	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022jpsp122-3/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/8a882b6ed745__replication-2022jpsp122-3.html	a59a4993bc1f2d5dbb46250cfd879d01e707e99ec8df0835e9abe5e9032f47ca	256561	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022jpsp124-3	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/9c8d0f597b40__replication-2022jpsp124-3.html	252a27749208207bac03f7786503f36dc28b5cabfc79091eb3c0654b77f3544e	217732	0.38	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022jpsp124-3/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b4f37b574664__replication-2022jpsp124-3.html	252a27749208207bac03f7786503f36dc28b5cabfc79091eb3c0654b77f3544e	217732	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022nature603	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/a07658af29ea__replication-2022nature603.html	32b4e8ffb49172bb9962f055ae11bf8d0ce04376792f3f568de511d481541b60	183667	0.37	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022nature603/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/2c6d56f0722b__replication-2022nature603.html	32b4e8ffb49172bb9962f055ae11bf8d0ce04376792f3f568de511d481541b60	183667	0.19	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022pnas119-34	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/02240c2bc73b__replication-2022pnas119-34.html	620aba1f7577f0efdcb10e4d240c4991a4a1375934b7e9a1dfe295b6bd870509	159541	0.39	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022pnas119-34/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/54c893cf9f46__replication-2022pnas119-34.html	620aba1f7577f0efdcb10e4d240c4991a4a1375934b7e9a1dfe295b6bd870509	159541	0.23	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022pnas119-4	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/c8ed4d5e7b3b__replication-2022pnas119-4.html	71be6433766529601c571a3b962d7a0388434f40eac837f029d5b535cf2bcdf8	542633	0.43	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022pnas119-4/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/c837553d4e1a__replication-2022pnas119-4.html	71be6433766529601c571a3b962d7a0388434f40eac837f029d5b535cf2bcdf8	542633	0.31	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022pnas119-43	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/63020083931b__replication-2022pnas119-43.html	60b900d2b59280e816ce2eae18d4aeff4587b54f4315434e203cbe232adb3f4f	190628	0.37	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022pnas119-43/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/eb5482c574a1__replication-2022pnas119-43.html	60b900d2b59280e816ce2eae18d4aeff4587b54f4315434e203cbe232adb3f4f	190628	0.25	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022psci33-12	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/d55d6c4c8859__replication-2022psci33-12.html	c90162512245b10982e26018158c7c61fbbc6ebf19b535124843d318cfec4de5	239228	0.41	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022psci33-12/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b7e68af4c4a4__replication-2022psci33-12.html	c90162512245b10982e26018158c7c61fbbc6ebf19b535124843d318cfec4de5	239228	0.19	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2022psci33-8/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/a796f5866681__replication-2022psci33-8.html	beb8bcb376f8211ee465c4cf535662dd7ee5bb3a3fe1ea14792adec14d788bb7	263429	0.22	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2023jpsp124-4	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/26ba776d7a86__replication-2023jpsp124-4.html	2e8df475aa2a889d013d04ccf9c585c8dcdb3f4fc5f0a18486d85924cb2efbf1	161869	0.41	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2023jpsp124-4/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/72360d28c420__replication-2023jpsp124-4.html	2e8df475aa2a889d013d04ccf9c585c8dcdb3f4fc5f0a18486d85924cb2efbf1	161869	0.19	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2023nature618	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b18b95c679da__replication-2023nature618.html	f8c89791bba1e9361eede1877df18037f18d5eb0389894ea29eadb5f28d5a384	199923	0.38	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/replication-2023nature618/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/974ce2076478__replication-2023nature618.html	f8c89791bba1e9361eede1877df18037f18d5eb0389894ea29eadb5f28d5a384	199923	0.22	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/subscribe	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/88eff68252e5__subscribe.html	b9db90218fe2d1448fc264d466b345c8de36baa35b12a825948c2ab2fef8cc75	3178	0.40	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/three-surprises-from-attempting-to-replicate-recent-studies-in-top-psychology-journals/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/9409d32e1111__three-surprises-from-attempting-to-replicate-recent-studies-in-top-psychology-journals.html	a74c358d056d668213573b403e58e9b3fb47b38d1706413bbcb437f6cda1687f	168401	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/transparent-replications-in-vox/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/1dcabd8750e5__transparent-replications-in-vox.html	d51344c5ac0996ec730ae82c04a0c8e882c1417417ec325a920a9e05e711bf76	113464	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/what-is-a-study-diagram/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/ba83d565e7e5__what-is-a-study-diagram.html	9c4f7724d5c45a4d5fc4488ea3913be1f451469c9d65e5b77c59ea266a30e4c1	131812	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/why-we-introduced-the-clarity-criterion-for-the-transparent-replications-project/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/b3ebdc595ae6__why-we-introduced-the-clarity-criterion-for-the-transparent-replications-project.html	005b6b876861170ca963e33ef5e9a48ec8e599757511a6d6c477e4198ed95966	119883	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/wp-content/uploads/2022/11/Response-to-replication-Krijnen-Ulkumen-Bogard-Fox-November-2022.pdf	already_local	200	application/pdf	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/f736b74eba58__Response-to-replication-Krijnen-Ulkumen-Bogard-Fox-November-2022.pdf	5749d5cff604d5b5a3114e1e3438f97d92c7c4cdcc898c93c72b6b6654195ccb	78045	0.17	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/wp-content/uploads/2024/11/piccbi_replication_author_response.pdf	already_local	200	application/pdf	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/bc8d0fc78df8__piccbi_replication_author_response.pdf	049bc7646b28b4b317d3d8f11ff17cf7c66457ebf249bdc3e1d3806143eccb7b	307393	0.16	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/wp-content/uploads/2025/11/Anonymized-Open-Ended-Questions-Psychologists-Survey.pdf	already_local	200	application/pdf	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/0a0e92cdb0f5__Anonymized-Open-Ended-Questions-Psychologists-Survey.pdf	04c41cc4bf568289d8435fd0de72146882ef5382f8ffe76d5b47bdf3ba42e828	468134	0.15	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/wp-content/uploads/2025/11/AnonymizedPsychologistsSurveyN210.csv	already_local	200	text/csv	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/5f9aad5984ec__AnonymizedPsychologistsSurveyN210.csv	fe921fbb64d0382c82837f3758a0bbc5839c0bc3928d253842c3e7ce5cdf7ff0	334013	0.20	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/wp-content/uploads/2025/11/image-2.png	already_local	200	image/png	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/44698379e8dd__image-2.png	0e1e78f0902a74395aec103d9c7cd674aaa1dad7047fa61d2a8cb674449572d5	193238	0.15	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/year-of-open-science-conference-presentation/	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/c63755fe031d__year-of-open-science-conference-presentation.html	3b64afce261b4651a16a72b76c58c81848823769d34a86da6f8935eedd7ef081	115407	0.21	
transparent_replications_clearer_thinking	Transparent Replications by Clearer Thinking	mirror_first_net_new	maybe_pass_after_custom_parser	not_integrated_seen_as_net_new	https://replications.clearerthinking.org/what-we-do	already_local	200	text/html; charset=UTF-8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/transparent_replications_clearer_thinking/294652c84222__what-we-do.html	33b48dbde23b58c103b44d305ced2d38bf5c84b4c0c7d830838245833b62ef25	125082	0.39	
