source_file_id	source_id	source_byte_class	file_role	media_type_sniffed	byte_size	local_path	local_file_exists	parser_priority_rank	parser_route	recommended_parser_stack	level6_track	linked_source_result_count	linked_unverified_result_count	linked_evidence_levels	linked_source_result_ids	linked_result_labels	worklist_status	next_action
file_l5_1d50e536fd60	work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_4f77703173f7__clinicaltrials_html__clinicaltrials.gov_study_nct00596752.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_4f77703173f7	Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_ef1d6b5d859a	work_title_nrs_numerical_rating_scale	registry_record_full	registry_record	json	19890	data/cache/provenance_level5/sample_300/sr_50fdee6ef7a9__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02359110.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_50fdee6ef7a9	NRS (Numerical Rating Scale)	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_eee0ecd6475d	work_title_nrs_numerical_rating_scale	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_50fdee6ef7a9__clinicaltrials_html__clinicaltrials.gov_study_nct02359110.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_50fdee6ef7a9	NRS (Numerical Rating Scale)	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f25596869be4	work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	registry_record_full	registry_record	json	11953	data/cache/provenance_level5/sample_300/sr_616ebdabaa34__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00687830.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_616ebdabaa34	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_0b390880afc2	work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_616ebdabaa34__clinicaltrials_html__clinicaltrials.gov_study_nct00687830.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_616ebdabaa34	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_1817bf4af06e	work_title_change_from_baseline_in_modified_scale_for_the_assessment_of_negat	registry_record_full	registry_record	json	63919	data/cache/provenance_level5/sample_300/sr_6c3339adac2d__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00725075.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_6c3339adac2d	Change From Baseline in Modified Scale for the Assessment of Negative Symptoms (SANS 1-22 Composite Score) at Week 12	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_836f50e05d93	work_title_change_from_baseline_in_modified_scale_for_the_assessment_of_negat	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_6c3339adac2d__clinicaltrials_html__clinicaltrials.gov_study_nct00725075.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_6c3339adac2d	Change From Baseline in Modified Scale for the Assessment of Negative Symptoms (SANS 1-22 Composite Score) at Week 12	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_d7c9fe308f9c	work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	registry_record_full	registry_record	json	90357	data/cache/provenance_level5/sample_300/sr_71af0798216e__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01070329.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_71af0798216e	Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_96593436cd3d	work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_71af0798216e__clinicaltrials_html__clinicaltrials.gov_study_nct01070329.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_71af0798216e	Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_269f1aa0d970	work_title_percentage_of_participants_with_a_90_improvement_in_psoriasis_area	registry_record_full	registry_record	json	131943	data/cache/provenance_level5/sample_300/sr_72511a245c94__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02561806.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_72511a245c94	Percentage of Participants With a ≥90% Improvement in Psoriasis Area and Severity Index (PASI 90) From Baseline	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_d4c33730abc2	work_title_percentage_of_participants_with_a_90_improvement_in_psoriasis_area	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_72511a245c94__clinicaltrials_html__clinicaltrials.gov_study_nct02561806.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_72511a245c94	Percentage of Participants With a ≥90% Improvement in Psoriasis Area and Severity Index (PASI 90) From Baseline	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_395718aa589d	work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	registry_record_full	registry_record	json	36714	data/cache/provenance_level5/sample_300/sr_7ac68cdbbc03__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02589639.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_7ac68cdbbc03	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_1194d2c394bd	work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_7ac68cdbbc03__clinicaltrials_html__clinicaltrials.gov_study_nct02589639.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_7ac68cdbbc03	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_9ed14879c4cc	work_title_exacerbation_or_relapse_of_psychotic_symptoms	registry_record_full	registry_record	json	62552	data/cache/provenance_level5/sample_300/sr_868dfc6da179__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00333177.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_868dfc6da179	Exacerbation or Relapse of Psychotic Symptoms	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_44dcd9061322	work_title_exacerbation_or_relapse_of_psychotic_symptoms	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_868dfc6da179__clinicaltrials_html__clinicaltrials.gov_study_nct00333177.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_868dfc6da179	Exacerbation or Relapse of Psychotic Symptoms	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f594d4f06687	work_title_investigator_s_global_assessment_iga_score_at_week_6	registry_record_full	registry_record	json	86346	data/cache/provenance_level5/sample_300/sr_8989ad9654f1__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00455429.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_8989ad9654f1	Investigator's Global Assessment (IGA) Score at Week 6	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_7ab7b29ad705	work_title_investigator_s_global_assessment_iga_score_at_week_6	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_8989ad9654f1__clinicaltrials_html__clinicaltrials.gov_study_nct00455429.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_8989ad9654f1	Investigator's Global Assessment (IGA) Score at Week 6	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_48e2ea045370	work_title_narcotic_use	registry_record_full	registry_record	json	31621	data/cache/provenance_level5/sample_300/sr_92b015f56f77__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01163214.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_92b015f56f77	Narcotic Use	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_13625c12def2	work_title_narcotic_use	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_92b015f56f77__clinicaltrials_html__clinicaltrials.gov_study_nct01163214.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_92b015f56f77	Narcotic Use	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_1bc7f9421d1f	work_title_the_occurrence_of_cardiovascular_event_and_peritonitis_events	registry_record_full	registry_record	json	18175	data/cache/provenance_level5/sample_300/sr_9c4daeb580e8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01391468.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_9c4daeb580e8	the Occurrence of Cardiovascular Event and Peritonitis Events	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_67ed82cfa6a3	work_title_the_occurrence_of_cardiovascular_event_and_peritonitis_events	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_9c4daeb580e8__clinicaltrials_html__clinicaltrials.gov_study_nct01391468.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_9c4daeb580e8	the Occurrence of Cardiovascular Event and Peritonitis Events	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_c948d935c832	work_title_change_from_baseline_in_international_restless_legs_syndrome_study	registry_record_full	registry_record	json	91743	data/cache/provenance_level5/sample_300/sr_a556216508fd__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00472199.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_a556216508fd	Change From Baseline in International Restless Legs Syndrome Study Group Rating Scale (IRLS) Total Score After 26 Weeks	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_68bbc74f9169	work_title_change_from_baseline_in_international_restless_legs_syndrome_study	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_a556216508fd__clinicaltrials_html__clinicaltrials.gov_study_nct00472199.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_a556216508fd	Change From Baseline in International Restless Legs Syndrome Study Group Rating Scale (IRLS) Total Score After 26 Weeks	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_0b1fae686e63	work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	registry_record_full	registry_record	json	68050	data/cache/provenance_level5/sample_300/sr_af15cdb4aad8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02508480.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_af15cdb4aad8	Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_4285c6c99a88	work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_af15cdb4aad8__clinicaltrials_html__clinicaltrials.gov_study_nct02508480.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_af15cdb4aad8	Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_df294603a27e	work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	registry_record_full	registry_record	json	122296	data/cache/provenance_level5/sample_300/sr_af69b1b27c9f__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01514240.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_af69b1b27c9f	Change in Observed CDAI Scores From Baseline to Weeks 4	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_e821a6a8b2a0	work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_af69b1b27c9f__clinicaltrials_html__clinicaltrials.gov_study_nct01514240.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_af69b1b27c9f	Change in Observed CDAI Scores From Baseline to Weeks 4	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_17317801298c	work_title_progression_free_survival_pfs_per_independent_radiologic_review	registry_record_full	registry_record	json	209037	data/cache/provenance_level5/sample_300/sr_b868072acfa7__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01360554.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_b868072acfa7	Progression-Free Survival (PFS) Per Independent Radiologic Review.	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_11aea8b57192	work_title_progression_free_survival_pfs_per_independent_radiologic_review	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_b868072acfa7__clinicaltrials_html__clinicaltrials.gov_study_nct01360554.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_b868072acfa7	Progression-Free Survival (PFS) Per Independent Radiologic Review.	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_4b7be1a8c053	work_title_treatment_engagement	registry_record_full	registry_record	json	24545	data/cache/provenance_level5/sample_300/sr_bf90b4be790a__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00137267.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_bf90b4be790a	Treatment Engagement	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_961cfdf84f09	work_title_treatment_engagement	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_bf90b4be790a__clinicaltrials_html__clinicaltrials.gov_study_nct00137267.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_bf90b4be790a	Treatment Engagement	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_40ed5e83c0bb	work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	registry_record_full	registry_record	json	48182	data/cache/provenance_level5/sample_300/sr_c1becaaf9056__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct04397718.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_c1becaaf9056	Composite of Mortality, Ongoing Need for Hospitalization, or Mechanical Ventilation at Day 15	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_8aba6f7a839e	work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_c1becaaf9056__clinicaltrials_html__clinicaltrials.gov_study_nct04397718.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_c1becaaf9056	Composite of Mortality, Ongoing Need for Hospitalization, or Mechanical Ventilation at Day 15	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_fd85d2735525	work_title_percentage_of_subjects_with_at_least_one_episode_of_shigellosis_ac	registry_record_full	registry_record	json	141535	data/cache/provenance_level5/sample_300/sr_c8398f907345__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct03527173.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_c8398f907345	Percentage of Subjects With at Least One Episode of Shigellosis According to the Protocol Primary Case Definition	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_46b68429932b	work_title_percentage_of_subjects_with_at_least_one_episode_of_shigellosis_ac	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_c8398f907345__clinicaltrials_html__clinicaltrials.gov_study_nct03527173.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_c8398f907345	Percentage of Subjects With at Least One Episode of Shigellosis According to the Protocol Primary Case Definition	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_5e8365e94eeb	work_title_percent_change_in_worst_pain_score	registry_record_full	registry_record	json	20370	data/cache/provenance_level5/sample_300/sr_ceddf70c38b1__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00457730.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_ceddf70c38b1	Percent Change in Worst Pain Score	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_27e6a294c4cf	work_title_percent_change_in_worst_pain_score	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_ceddf70c38b1__clinicaltrials_html__clinicaltrials.gov_study_nct00457730.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_ceddf70c38b1	Percent Change in Worst Pain Score	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_53d93942f5a4	work_title_progression_free_survival	registry_record_full	registry_record	json	196685	data/cache/provenance_level5/sample_300/sr_cf10c58438c7__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01568866.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_cf10c58438c7	Progression-free Survival	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_159c766799dd	work_title_progression_free_survival	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_cf10c58438c7__clinicaltrials_html__clinicaltrials.gov_study_nct01568866.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_cf10c58438c7	Progression-free Survival	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_7611a770f491	work_title_smoking_abstinence_for_7_days_at_last_contact	registry_record_full	registry_record	json	18883	data/cache/provenance_level5/sample_300/sr_dde25d3c0279__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02730260.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_dde25d3c0279	Smoking Abstinence for 7 Days at Last Contact	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_37296d297de2	work_title_smoking_abstinence_for_7_days_at_last_contact	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_dde25d3c0279__clinicaltrials_html__clinicaltrials.gov_study_nct02730260.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_dde25d3c0279	Smoking Abstinence for 7 Days at Last Contact	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_3b0bb2b44617	work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	registry_record_full	registry_record	json	142385	data/cache/provenance_level5/sample_300/sr_ddfbf61c7617__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01965652.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_ddfbf61c7617	Change From Baseline in the Number of Bowel Movements Per Week	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_ff7ddd2d6474	work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_ddfbf61c7617__clinicaltrials_html__clinicaltrials.gov_study_nct01965652.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_ddfbf61c7617	Change From Baseline in the Number of Bowel Movements Per Week	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_9d8a9bf48f16	work_title_morphine_milligram_equivalents_mme	registry_record_full	registry_record	json	24228	data/cache/provenance_level5/sample_300/sr_df1f5890afec__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02887989.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_df1f5890afec	Morphine Milligram Equivalents (MME)	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_e4d919cdad7e	work_title_morphine_milligram_equivalents_mme	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_df1f5890afec__clinicaltrials_html__clinicaltrials.gov_study_nct02887989.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_df1f5890afec	Morphine Milligram Equivalents (MME)	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f7ee43d8a4c2	work_title_overall_survival	registry_record_full	registry_record	json	255545	data/cache/provenance_level5/sample_300/sr_e91cbb524953__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01212991.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	2	0	6	sr_e91cbb524953|sr_0e4bba88f02f	Overall Survival || Overall Survival	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_d7d262d1d150	work_title_overall_survival	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_e91cbb524953__clinicaltrials_html__clinicaltrials.gov_study_nct01212991.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	2	0	6	sr_e91cbb524953|sr_0e4bba88f02f	Overall Survival || Overall Survival	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f526e7dc1931	work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	registry_record_full	registry_record	json	48447	data/cache/provenance_level5/sample_300/sr_e9c214df8069__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02367066.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_e9c214df8069	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_8ed4e7e10117	work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_e9c214df8069__clinicaltrials_html__clinicaltrials.gov_study_nct02367066.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_e9c214df8069	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_f8ffd7641836	work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	registry_record_full	registry_record	json	119824	data/cache/provenance_level5/sample_300/sr_eaab9016f715__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00385736.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_eaab9016f715	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_e2f8097bf85e	work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	registry_record_full	registry_record	html	94241	data/cache/provenance_level5/sample_300/sr_eaab9016f715__clinicaltrials_html__clinicaltrials.gov_study_nct00385736.html	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_eaab9016f715	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
file_l5_98a07e280041	work_title_untx_corrected_by_creatinine_50_nmol_mmol_at_week_13	registry_record_full	registry_record	json	84391	data/cache/provenance_level5/sample_300/sr_efa55a2812ef__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00104650.json	True	1	registry_json	already handled by CT.gov verifier where du2024; JSONPath verifier for other registries	registry_value_verifier	1	0	6	sr_efa55a2812ef	uNTx (Corrected by Creatinine) < 50 Nmol/mmol at Week 13	handled_by_ctgov_verifier	No action for linked pilot rows; CT.gov verifier already recomputed D/N.
