problem_id	source_result_id	table_name	column_name	problem_code	severity	detail	suggested_rework	resolved	resolved_by	resolved_at
prob_841ff232ec47	sr_dde25d3c0279	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_b7cfe41fc147	sr_ddd3d7c5f433	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_301f4bc5c903	sr_3c91b76d15f8	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_6c4ad58738fe	sr_b55639792416	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_bf0c7d496b96	sr_3741edf3cd08	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_92e4f716681e	sr_5adb462eb079	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_52c0bc73dad4	sr_3f9b6a09599c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_56334f565850	sr_928de8f12480	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_74148032a2d4	sr_b7cb57c5cb78	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2fbbd5560dec	sr_581b0190b9f5	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_f1fbe884897b	sr_5c714fede5eb	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_716637f51167	sr_8144e362ed8b	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_defde96d378a	sr_936ecd0105d4	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_08fcfe0fbbb6	sr_7902813ac3c1	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a51808216491	sr_9eeaae2c75a9	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_f4e8b60638f3	sr_de9d02f3efe7	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_e7ecbaf02b77	sr_a1c0077f9cb0	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a5404aa374ef	sr_72e0ac9be373	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_794c4861e4ac	sr_f44201a1b8b4	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_667e2d186c0f	sr_b6505d27d5ef	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_8ddd8e356c80	sr_8b7d83b63310	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fcb31e94a992	sr_2eb0fc250a2a	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_36a2b9239934	sr_d5187cb33c19	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_8a39fcdd1df3	sr_2af4bf57e7ef	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_92e3a3053c68	sr_644891607462	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2aabe7a455b1	sr_9b47ec766005	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_4f02bf76c693	sr_ef6a224b8b86	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_18b861c65661	sr_1eb547defd9c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_9abeedd35f8e	sr_1c33e20c69a2	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_bdd61c9ecc4d	sr_0a95dbeefcd1	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_7321cc57deb6	sr_0c20617bc06f	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_62da02a2aa0a	sr_37178bbf2376	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_5bfcbb5da2e2	sr_05cd86ffb475	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_72d6e650f843	sr_026ab716fdc2	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_bca51e5e8615	sr_b35dc7490583	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_3222f4c49b6d	sr_b35dc7490583	source_result.tsv	source_locator	missing_source_locator	medium	Recovered raw_file path does not exist: data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta	Add an atomic source_access row with a direct URL or local mirror path.	false		
prob_6d85042b2438	sr_0c6d1c09a807	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_98aaee63f320	sr_16dfaeed46ee	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_71f4523513fc	sr_89366ac7df1c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_7c899f24fd27	sr_1166ca428215	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_992becf898d0	sr_d19dc790ebd7	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a51bbeb79082	sr_3f361d51253e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_42f17c1a2c02	sr_d69fb669841a	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_871c75d58e3a	sr_143d87ef36aa	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_bea015cfa109	sr_629af99106ba	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_3ed8e3337cbc	sr_2688beda5935	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fd1f1758087d	sr_44a8287fc7cc	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_56a92fdb1110	sr_656af44d63ac	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2d6ab8a86665	sr_5c5f468d0b79	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_3d5432a5697a	sr_b868072acfa7	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_613e8f1a30f9	sr_bb35048cf955	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_451dc5a74670	sr_160ac121ff32	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_60929adc4106	sr_8ef41f574c02	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_77c0692ce271	sr_041065fd13e4	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_18d0d036bf65	sr_7e8fa5f6115f	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_acb5d3804bc0	sr_e91cbb524953	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_b8e7783fbef6	sr_3c4b03e17612	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_cfc8eaf9bbd3	sr_0e779c0101ec	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_9a050b41c43c	sr_7eef079beb19	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_1c451c8d5857	sr_74bb31b5d242	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_b7a3c83a95d3	sr_a2e527fb29d6	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_cb3dc7098e3b	sr_5d73e18a9b1e	source_result.tsv	verbatim_effect_text	missing_verbatim_effect_text	high	Retrace found plot/source rows but no upstream effect/statistic cell.	Recover the literal effect/statistic cell from the source before promotion.	false		
prob_ad89ffe43f50	sr_5d73e18a9b1e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is plot_row_only; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_958c3ed8d4fa	sr_30b176b2d082	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d066daf96a85	sr_eaab9016f715	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_c37c5e893c1f	sr_505408ec5cfe	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_e3cf58bccbd4	sr_de1c92df2ed9	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fb55e02a1737	sr_459c73f90a3d	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a71f88d71049	sr_459c73f90a3d	source_result.tsv	source_locator	missing_source_locator	medium	Recovered raw_file path does not exist: data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta	Add an atomic source_access row with a direct URL or local mirror path.	false		
prob_2a46c30a6eed	sr_69da0613a6c0	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a9228cafa849	sr_ec359e2c27e0	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_7a61e07ba684	sr_4b879765bfd6	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_e4deb962f26e	sr_0d80ddf31d89	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d88997b61030	sr_0680b784ddd6	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_05e962978fbd	sr_dc8fc4fdac47	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_bebf54aa17fd	sr_2ac5c37e5f0c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d47cca4ff684	sr_885a811e26fd	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_9fbf30cb3884	sr_f2b05e0d75f6	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fa021c53cee1	sr_8d5804d7e7e8	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_137c6eef06ff	sr_2d2f63f07b2f	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_3c82d9f1dea0	sr_649b913c7a05	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_28b3818a35a1	sr_2d3d0f11d546	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_c811e1d875d2	sr_50fdee6ef7a9	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_755fd18097fa	sr_09896453a68e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a34c4bf68151	sr_3cda92191f17	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_6e1a6540e531	sr_f2d67c41c94e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_ff3a3ef68143	sr_1da5d9472eaf	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_5f3d528e49be	sr_ba8e04437ef3	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_5659bc3e162b	sr_7432aa117bcb	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_82d717e920ef	sr_0ef241dace7f	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fe2eddef03f0	sr_616ebdabaa34	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_f9ce4a22d458	sr_e1dd23091aff	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_0f2aac6185d0	sr_a852da233b7d	source_result.tsv	verbatim_effect_text	missing_verbatim_effect_text	high	Retrace found plot/source rows but no upstream effect/statistic cell.	Recover the literal effect/statistic cell from the source before promotion.	false		
prob_131d1bc608c3	sr_a852da233b7d	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is plot_row_only; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_4032018e8485	sr_8bf8e026decd	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_6fb5496226bb	sr_706e5e6c7819	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_e0b8138f0adf	sr_62eef8724f94	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_c13d09c8bb2e	sr_8e53fec0db78	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d2acf4662938	sr_32884f9211fb	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d5acf329ce62	sr_5d9a9531214b	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_02a452e298ef	sr_f322cf6db3fd	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d0eb7aa1aef2	sr_7ac68cdbbc03	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_47260259ee7c	sr_431a5e1736e3	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_bba4a421fc31	sr_bf852f96d5ef	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_44e69a45b162	sr_e9c214df8069	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_cf515271a271	sr_4420ad24a594	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
