source_result_id	verification_route	source_citation_key	current_evidence_level	nct_id	source_file_local_path	source_file_load_status	plotted_result_label	expected_d	expected_n	candidate_children_total	candidate_children_verified	computed_median_d_from_verified_children	computed_median_n_from_verified_children	all_children_verified	median_matches_plot	verification_status	promote_to_level6	failure_reason	source_value_snippets	lessons_learned
sr_ddfbf61c7617	clinicaltrials_api_v2_json	du2024	6	NCT01965652	data/cache/provenance_level5/sample_300/sr_ddfbf61c7617__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01965652.json	existing_mirror	Change From Baseline in the Number of Bowel Movements Per Week	0.2204380960237279	1246.0	50	50	0.2204380960237279	1246.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_15377 | outcome=Change From Baseline in the Number of Bowel Movements Per Week | p=<0.0001 | z=3.89059188641312 | N_enrollment=1246.0 | D=0.2204380960237279 || row_id=ctgovkg_15378 | outcome=Change From Baseline in the Number of Bowel Movements Per Week | p=<0.0001 | z=3.89059188641312 | N_enrollment=1246.0 | D=0.2204380960237279 || row_id=ctgovkg_15379 | outcome=Change From Baseline in the Number of Bowel Movements Per Week | p=<0.0001 | z=3.89059188641312 | N_enrollment=1246.0 | D=0.2204380960237279 || row_id=ctgovkg_15380 | outcome=Change From Baseline in the Overall Score for Patient Assessment of Constipation Symptoms | p=<0.0001 | z=3.89059188641312 | N_enrollment=1246.0 | D=0.2204380960237279 || row_id=ctgovkg_15381 | outcome=Change From Baseline in the Overall Score for Patient Assessment of Constipation Symptoms | p=<0.0001 | z=3.89059188641312 | N_enrollment=1246.0 | D=0.2204380960237279	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_4458f7fc086a	clinicaltrials_api_v2_json	du2024	6	NCT02796664	data/cache/provenance_level5/sample_300/sr_4458f7fc086a__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02796664.json	existing_mirror	The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack	0.2218714747725704	58.0	8	8	0.2218714747725704	58.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_99784 | outcome=The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack | p=0.462 | z=0.7355575573851106 | N_enrollment=58.0 | D=0.193166878046499 || row_id=ctgovkg_99785 | outcome=Modified Rankin Scale | p=0.34 | z=0.9541652531461942 | N_enrollment=58.0 | D=0.2505760714986418 || row_id=ctgovkg_99786 | outcome=The Changes in Volumetric Blood Flow (ml/Sec) in Intracranial Vessels. | p=0.13 | z=1.514101887619284 | N_enrollment=58.0 | D=0.3976226356989212 || row_id=ctgovkg_99787 | outcome=The Changes in Volumetric Blood Flow (ml/Sec) in Intracranial Vessels. | p=0.17 | z=1.3722038089987263 | N_enrollment=58.0 | D=0.3603583746322935 || row_id=ctgovkg_99788 | outcome=The Changes of White Matter Hyperintensities. | p=0.74 | z=0.3318533464368165 | N_enrollment=58.0 | D=0.0871489583063602	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_71af0798216e	clinicaltrials_api_v2_json	du2024	6	NCT01070329	data/cache/provenance_level5/sample_300/sr_71af0798216e__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01070329.json	existing_mirror	Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period	0.2507493891111328	527.0	31	31	0.2507493891111328	527.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_8257 | outcome=Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period | p=<0.001 | z=3.2905267314919255 | N_enrollment=527.0 | D=0.2866751915181625 || row_id=ctgovkg_8258 | outcome=Change From Baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) Total Score at Week 8 | p=<0.001 | z=3.2905267314919255 | N_enrollment=527.0 | D=0.2866751915181625 || row_id=ctgovkg_8259 | outcome=Change From Baseline in the Sheehan Disability Scale (SDS) Total and Item Scores at Week 8 | p=<0.001 | z=3.2905267314919255 | N_enrollment=527.0 | D=0.2866751915181625 || row_id=ctgovkg_8260 | outcome=Change From Baseline in the Sheehan Disability Scale (SDS) Total and Item Scores at Week 8 | p=<0.001 | z=3.2905267314919255 | N_enrollment=527.0 | D=0.2866751915181625 || row_id=ctgovkg_8261 | outcome=Change From Baseline in the Sheehan Disability Scale (SDS) Total and Item Scores at Week 8 | p=<0.001 | z=3.2905267314919255 | N_enrollment=527.0 | D=0.2866751915181625	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_17d687917962	clinicaltrials_api_v2_json	du2024	6	NCT00602030	data/cache/provenance_level5/sample_300/sr_17d687917962__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00602030.json	existing_mirror	4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase	0.1122829882278727	141.0	3	3	0.1122829882278727	141.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_60757 | outcome=4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase | p=0.505 | z=0.6666433063863065 | N_enrollment=141.0 | D=0.1122829882278727 || row_id=ctgovkg_60758 | outcome=Objective Response Rate (ORR) in the Double-blind Phase | p=0.13 | z=1.514101887619284 | N_enrollment=141.0 | D=0.2550207626698044 || row_id=ctgovkg_60759 | outcome=6-Month PFS Rate in the Double-blind Phase | p=0.918 | z=0.10295334425500366 | N_enrollment=141.0 | D=0.0173404713289148	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_2a81f3efc08e	clinicaltrials_api_v2_json	du2024	6	NCT00097695	data/cache/ctgov_api_v2_studies/NCT00097695.json	existing_mirror	Time to Onset of Symptom Relief (TOSR)	0.320427614509881	84.0	1	1	0.320427614509881	84.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Time to Onset of Symptom Relief (TOSR) | p=0.142 | z=1.4683837982456598 | N_enrollment=84.0 | D_recomputed=0.320427614509881	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_dde25d3c0279	clinicaltrials_api_v2_json	du2024	6	NCT02730260	data/cache/provenance_level5/sample_300/sr_dde25d3c0279__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02730260.json	existing_mirror	Smoking Abstinence for 7 Days at Last Contact	0.1906965943472453	518.0	3	3	0.1906965943472453	518.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_19321 | outcome=Smoking Abstinence for 7 Days at Last Contact | p=<0.03 | z=2.17009037758456 | N_enrollment=518.0 | D=0.1906965943472453 || row_id=ctgovkg_19322 | outcome=Smoking Abstinence for 7 Days at Last Contact | p=<0.03 | z=2.17009037758456 | N_enrollment=518.0 | D=0.1906965943472453 || row_id=ctgovkg_93873 | outcome=Smoking Abstinence for 7 Days at Last Contact | p=0.41 | z=0.8238936303385576 | N_enrollment=518.0 | D=0.0723996157177693	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_3c91b76d15f8	clinicaltrials_api_v2_json	du2024	6	NCT01817530	data/cache/provenance_level5/sample_300/sr_3c91b76d15f8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01817530.json	existing_mirror	Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month	0.2754085158134657	571.0	209	209	0.2754085158134657	571.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_14625 | outcome=Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month | p=< 0.001 | z=3.2905267314919255 | N_enrollment=571.0 | D=0.2754085158134657 || row_id=ctgovkg_14626 | outcome=Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month | p=< 0.001 | z=3.2905267314919255 | N_enrollment=571.0 | D=0.2754085158134657 || row_id=ctgovkg_14627 | outcome=Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month | p=< 0.001 | z=3.2905267314919255 | N_enrollment=571.0 | D=0.2754085158134657 || row_id=ctgovkg_14628 | outcome=Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month | p=< 0.001 | z=3.2905267314919255 | N_enrollment=571.0 | D=0.2754085158134657 || row_id=ctgovkg_14629 | outcome=Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month | p=< 0.001 | z=3.2905267314919255 | N_enrollment=571.0 | D=0.2754085158134657	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_b5e29f519aae	clinicaltrials_api_v2_json	du2024	6	NCT02025751	data/cache/ctgov_api_v2_studies/NCT02025751.json	existing_mirror	Gastroparesis Symptom Assessment (GSA), a Patient Reported Outcome Measure	0.1452504363536321	53.0	1	1	0.1452504363536321	53.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Gastroparesis Symptom Assessment (GSA), a Patient Reported Outcome Measure | p=0.597 | z=0.5287195690601939 | N_enrollment=53.0 | D_recomputed=0.14525043635363213	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_3f9b6a09599c	clinicaltrials_api_v2_json	du2024	6	NCT00261833	data/cache/provenance_level5/sample_300/sr_3f9b6a09599c__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00261833.json	existing_mirror	Annual Rate of Change in Lung Density	0.3040444575809548	180.0	6	6	0.3040444575809548	180.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_25778 | outcome=Annual Rate of Change in Lung Density | p=0.029 | z=2.1834865280065596 | N_enrollment=180.0 | D=0.3254949536385109 || row_id=ctgovkg_25779 | outcome=Annual Rate of Change in Lung Density | p=0.017 | z=2.3867077344922523 | N_enrollment=180.0 | D=0.355789382449946 || row_id=ctgovkg_25780 | outcome=Change in Lung Density | p=0.028 | z=2.1972863766410513 | N_enrollment=180.0 | D=0.3275521136135732 || row_id=ctgovkg_51582 | outcome=Annual Rate of Change in Lung Density | p=0.090 | z=1.6953977102721358 | N_enrollment=180.0 | D=0.2527349686043992 || row_id=ctgovkg_51583 | outcome=Change in Lung Density | p=0.058 | z=1.895697923991838 | N_enrollment=180.0 | D=0.2825939615233986	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_827b0884ef5e	clinicaltrials_api_v2_json	du2024	6	NCT00630032	data/cache/ctgov_api_v2_studies/NCT00630032.json	existing_mirror	Percentage of Participants With Disease-free Survival (DFS)	0.0982679808777868	762.0	1	1	0.0982679808777868	762.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Percentage of Participants With Disease-free Survival (DFS) | p=0.175 | z=1.3563117453352471 | N_enrollment=762.0 | D_recomputed=0.09826798087778686	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_e75bc376a0b1	clinicaltrials_api_v2_json	du2024	6	NCT03473977	data/cache/ctgov_api_v2_studies/NCT03473977.json	existing_mirror	Percent of Patients in Histological Remission (<30 Eos/Hpf)	1.5260156883266256	26.0	1	1	1.5260156883266256	26.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Percent of Patients in Histological Remission (<30 Eos/Hpf) | p=0.0001 | z=3.89059188641312 | N_enrollment=26.0 | D_recomputed=1.5260156883266356	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_8b7d83b63310	clinicaltrials_api_v2_json	du2024	5	NCT04524598	data/cache/provenance_level5/sample_300/sr_8b7d83b63310__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct04524598.json	existing_mirror	Phase II - Change in Depressive Symptoms	0.1857464199766532	227.0	6	4	0.14432482447178946	227.0	false	false	partial_child_values_verified_from_registry_json	false	ctgovkg_47524:registry_outcome_found_but_matching_p_value_not_found; ctgovkg_108156:registry_outcome_found_but_matching_p_value_not_found	row_id=ctgovkg_108157 | outcome=Change in Participant-rated Anxiety Symptoms and Global Functioning | p=0.23 | z=1.200358858030859 | N_enrollment=227.0 | D=0.1593412312721204 || row_id=ctgovkg_108158 | outcome=Change in Participant-rated Anxiety Symptoms and Global Functioning | p=0.11 | z=1.5981931399228169 | N_enrollment=227.0 | D=0.2121516086811859 || row_id=ctgovkg_108159 | outcome=Change in Parent-reported Depressive Symptoms and Global Functioning. | p=0.33 | z=0.974113877059309 | N_enrollment=227.0 | D=0.1293084176714585 || row_id=ctgovkg_108160 | outcome=Change in Parent-reported Depressive Symptoms and Global Functioning. | p=0.90 | z=0.12566134685507413 | N_enrollment=227.0 | D=0.0166808730549524	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_0c20617bc06f	clinicaltrials_api_v2_json	du2024	6	NCT01375764	data/cache/provenance_level5/sample_300/sr_0c20617bc06f__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01375764.json	existing_mirror	Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12	0.5202779586591846	160.0	23	23	0.5202779586591846	160.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_10524 | outcome=Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=160.0 | D=0.5202779586591846 || row_id=ctgovkg_10525 | outcome=Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=160.0 | D=0.5202779586591846 || row_id=ctgovkg_10526 | outcome=Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=160.0 | D=0.5202779586591846 || row_id=ctgovkg_10527 | outcome=Percent Change From Baseline in LDL-C at Week 12: Ezetimibe Alone Versus Evolocumab + Ezetimibe | p=<0.001 | z=3.2905267314919255 | N_enrollment=160.0 | D=0.5202779586591846 || row_id=ctgovkg_10528 | outcome=Change From Baseline in LDL-C at Week 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=160.0 | D=0.5202779586591846	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_bb1471bd23d8	clinicaltrials_api_v2_json	du2024	6	NCT00106392	data/cache/ctgov_api_v2_studies/NCT00106392.json	existing_mirror	Erectile Function Domain Score Between Treated and Untreated Groups	0.2784869609051632	131.0	1	1	0.2784869609051632	131.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Erectile Function Domain Score Between Treated and Untreated Groups | p=0.111 | z=1.5937144779287948 | N_enrollment=131.0 | D_recomputed=0.27848696090516323	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_1166ca428215	clinicaltrials_api_v2_json	du2024	6	NCT00994461	data/cache/provenance_level5/sample_300/sr_1166ca428215__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00994461.json	existing_mirror	Incidence of Gastroduodenal Ulcers	0.5645064024926816	190.0	1	1	0.5645064024926816	190.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_7362 | outcome=Incidence of Gastroduodenal Ulcers | p=<0.0001 | z=3.89059188641312 | N_enrollment=190.0 | D=0.5645064024926816	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_0ffe5117d055	clinicaltrials_api_v2_json	du2024	6	NCT00497146	data/cache/ctgov_api_v2_studies/NCT00497146.json	existing_mirror	Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI)	0.1934649565479643	227.0	1	1	0.1934649565479643	227.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI) | p=0.145 | z=1.4574217385976507 | N_enrollment=227.0 | D_recomputed=0.19346495654796428	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_8c10cb62280a	clinicaltrials_api_v2_json	du2024	6	NCT00526474	data/cache/ctgov_api_v2_studies/NCT00526474.json	existing_mirror	Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization	0.0404660478393717	26449.0	1	1	0.0404660478393717	26449.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization | p=0.001 | z=3.2905267314919255 | N_enrollment=26449.0 | D_recomputed=0.04046604783937214	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_b868072acfa7	clinicaltrials_api_v2_json	du2024	6	NCT01360554	data/cache/provenance_level5/sample_300/sr_b868072acfa7__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01360554.json	existing_mirror	Progression-Free Survival (PFS) Per Independent Radiologic Review.	0.0315211541736586	878.0	6	6	0.0315211541736586	878.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_75446 | outcome=Progression-Free Survival (PFS) Per Independent Radiologic Review. | p=0.195 | z=1.2959288462604266 | N_enrollment=878.0 | D=0.0874709603505436 || row_id=ctgovkg_75447 | outcome=Progression-Free Survival (PFS) Per Independent Radiologic Review in KRAS Wild-type (WT) Participants. | p=0.643 | z=0.46350839335693644 | N_enrollment=878.0 | D=0.0312853012065149 || row_id=ctgovkg_75448 | outcome=PFS Based on Investigator Review. | p=0.069 | z=1.8184197631112669 | N_enrollment=878.0 | D=0.1227373890617035 || row_id=ctgovkg_75449 | outcome=PFS Based on Investigator Review in KRAS-WT Participants. | p=0.728 | z=0.3477872042786273 | N_enrollment=878.0 | D=0.0234744992702854 || row_id=ctgovkg_75450 | outcome=Overall Survival (OS). | p=0.638 | z=0.4704969679049415 | N_enrollment=878.0 | D=0.0317570071408023	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_160ac121ff32	clinicaltrials_api_v2_json	du2024	6	NCT03993314	data/cache/provenance_level5/sample_300/sr_160ac121ff32__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct03993314.json	existing_mirror	Modified Bromage Score at 10 Minutes Post-injection	0.6677188412960421	15.0	7	7	0.6677188412960421	15.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_47137 | outcome=Modified Bromage Score at 10 Minutes Post-injection | p=0.004 | z=2.8781617390954826 | N_enrollment=15.0 | D=1.4862763310944245 || row_id=ctgovkg_107203 | outcome=Number of Patients Who Achieve a Level of Numbness of T6 or Higher | p=0.757 | z=0.3094227065295836 | N_enrollment=15.0 | D=0.1597851985770003 || row_id=ctgovkg_107204 | outcome=Level of Numbness | p=0.186 | z=1.3225051367384355 | N_enrollment=15.0 | D=0.6829387159815629 || row_id=ctgovkg_107205 | outcome=Epidural Activation | p=0.132 | z=1.5062617232782438 | N_enrollment=15.0 | D=0.7778302092381767 || row_id=ctgovkg_107206 | outcome=Supplemental Intravenous Sedation or General Anesthesia | p=0.833 | z=0.21085553746890145 | N_enrollment=15.0 | D=0.1088853313430225	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_041065fd13e4	clinicaltrials_api_v2_json	du2024	6	NCT02227147	data/cache/provenance_level5/sample_300/sr_041065fd13e4__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02227147.json	existing_mirror	Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reviewer	0.3285956097363307	48.0	15	15	0.3285956097363307	48.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_48015 | outcome=Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reviewer | p==0.006 | z=2.7477813854449917 | N_enrollment=48.0 | D=0.7932161612804547 || row_id=ctgovkg_48016 | outcome=Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by the Investigator | p==0.013 | z=2.4837692932505346 | N_enrollment=48.0 | D=0.7170024350315608 || row_id=ctgovkg_109082 | outcome=Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reading Center and Investigator. | p==0.191 | z=1.3076265709827952 | N_enrollment=48.0 | D=0.377479276378212 || row_id=ctgovkg_109083 | outcome=Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reading Center and Investigator. | p==0.464 | z=0.7322762047230995 | N_enrollment=48.0 | D=0.2113899319590195 || row_id=ctgovkg_109084 | outcome=Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reading Center and Investigator. | p==0.308 | z=1.0194276182343707 | N_enrollment=48.0 | D=0.2942834049034764	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_e91cbb524953	clinicaltrials_api_v2_json	du2024	6	NCT01212991	data/cache/provenance_level5/sample_300/sr_e91cbb524953__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01212991.json	existing_mirror	Overall Survival	0.1877848384410637	1717.0	7	7	0.1877848384410637	1717.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_9366 | outcome=Overall Survival | p=<0.0001 | z=3.89059188641312 | N_enrollment=1717.0 | D=0.1877848384410637 || row_id=ctgovkg_9367 | outcome=Radiographic Progression-free Survival (rPFS) | p=<0.0001 | z=3.89059188641312 | N_enrollment=1717.0 | D=0.1877848384410637 || row_id=ctgovkg_9368 | outcome=Time to First Skeletal-related Event | p=<0.0001 | z=3.89059188641312 | N_enrollment=1717.0 | D=0.1877848384410637 || row_id=ctgovkg_9369 | outcome=Time to Initiation of Cytotoxic Chemotherapy | p=<0.0001 | z=3.89059188641312 | N_enrollment=1717.0 | D=0.1877848384410637 || row_id=ctgovkg_9370 | outcome=Time to Prostate-specific Antigen (PSA) Progression | p=<0.0001 | z=3.89059188641312 | N_enrollment=1717.0 | D=0.1877848384410637	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_f6d9c3a25190	clinicaltrials_api_v2_json	du2024	6	NCT02238483	data/cache/ctgov_api_v2_studies/NCT02238483.json	existing_mirror	Time to First Moderate to Severe COPD Exacerbation or Early Drop-out Related to Worsening of COPD Symptoms	0.1620151224175193	213.0	1	1	0.1620151224175193	213.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Time to First Moderate to Severe COPD Exacerbation or Early Drop-out Related to Worsening of COPD Symptoms | p=0.2371 | z=1.1822664332742727 | N_enrollment=213.0 | D_recomputed=0.1620151224175193	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_eaab9016f715	clinicaltrials_api_v2_json	du2024	6	NCT00385736	data/cache/provenance_level5/sample_300/sr_eaab9016f715__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00385736.json	existing_mirror	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8	0.0728514304055402	576.0	13	13	0.0728514304055402	576.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_26785 | outcome=Proportion of Participants With Clinical Remission Per Mayo Score at Week 8 | p=0.031 | z=2.15707270447901 | N_enrollment=576.0 | D=0.1797560587065841 || row_id=ctgovkg_26786 | outcome=Ranked Secondary Endpoint #3: Proportion of Participants With Rectal Bleeding Subscore Indicative of Mild Disease (<= 1) at Week 8 (Adalimumab 160/80/40 Versus Placebo). | p=0.038 | z=2.0748547343933095 | N_enrollment=576.0 | D=0.1729045611994425 || row_id=ctgovkg_26787 | outcome=Ranked Secondary Endpoint #4: Proportion of Participants With Physician's Global Assessment Subscore Indicative of Mild Disease (<= 1) at Week 8 (Adalimumab 160/80/40 Versus Placebo). | p=0.035 | z=2.1083583991691093 | N_enrollment=576.0 | D=0.1756965332640923 || row_id=ctgovkg_54688 | outcome=Proportion of Participants With Clinical Remission Per Mayo Score at Week 8 | p=0.833 | z=0.21085553746890145 | N_enrollment=576.0 | D=0.0175712947890751 || row_id=ctgovkg_54689 | outcome=Ranked Secondary Endpoint #1: Proportion of Participants With Clinical Response Per Mayo Score at Week 8 (Adalimumab 160/80/40 Versus Placebo). | p=0.107 | z=1.61182512114663 | N_enrollment=576.0 | D=0.1343187600955524	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_abe518728e2c	clinicaltrials_api_v2_json	du2024	6	NCT00477165	data/cache/ctgov_api_v2_studies/NCT00477165.json	existing_mirror	"Count of Participants Who Self-reported ""Adequate Relief"""	0.1466525921343411	54.0	1	1	0.1466525921343411	54.0	true	true	verified_single_registry_outcome_from_json	true		"outcome=Count of Participants Who Self-reported ""Adequate Relief"" | p=0.59 | z=0.5388360302784504 | N_enrollment=54.0 | D_recomputed=0.14665259213434112"	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
