candidate_disposition_id	candidate_id	candidate_name	manifest_path	candidate_route	route_decision	final_row_status	final_row_reason	promoted_result_option_count	held_result_option_count	value_scanned_result_option_count	current_root_pair_ids	current_root_source_datasets	source_url_count	mirrored_source_count	mirror_errors	next_action
row_disposition_3e7dfa43807f6dd3	api_candidate_4c81f1c12188acdd	unresolved original target -> Role of Colour Priming on Memory and Sustained Attention: A Direct Replication Study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_9e2e77bbb90a2c6b	api_candidate_00e27cab90640913	unresolved original target -> Understanding the (perverse) effects of disclosing conflicts of interest: A direct replication study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_5dabbc32cd65d579	api_candidate_f6fe02e8fc6a4794	unresolved original target -> Confirmation of No Causal Relationship Between Tracheotomy and Aspiration Status: A Direct Replication Study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_f2f62c3635fc03f7	api_candidate_b6908a974331b8bf	unresolved original target -> Vocal Fold Immobility and Aspiration Status: A Direct Replication Study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			1	1		
row_disposition_02425abc6420ced3	api_candidate_8b0f57e6dcf5f55d	unresolved original target -> Acceptance and motivational effect of AI-driven feedback in the workplace: an experimental study with direct replication	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_0009d457f18e311f	api_candidate_09fc517904a40142	unresolved original target -> Lateral Eye Movements Do Not Increase False-Memory Rates: A Failed Direct-Replication Study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	0	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c6b30a8ee7cbcd07	api_candidate_79a60b36adeac558	unresolved original target -> Pointing gestures do not influence the perception of lexical stress	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_1c13eb067813c1f6	api_candidate_39fd826b8a364bf3	unresolved original target -> The Olfactory Stress Test does not replicate in a larger sample	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_b1c5b88b0ae5f20c	api_candidate_fbe05a26e9edabb8	the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results -> A Replication of the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	1	1	fig1_pair_522390bddbfb99c0	Galak et al. 2012 psi meta-analysis (manual)	0	0		
row_disposition_e09a213fe170db4e	api_candidate_5b9f95d4c0a9b686	methods caused the failure to replicate results. -> Panero et al. (2016): Failure to replicate methods caused the failure to replicate results.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			0	0		
row_disposition_19a6fd50c0c7910b	api_candidate_9b24b3097426c83d	unresolved original target -> The Effects of Repeated Finger Flexion Movements on Self-Reported Affect and Reward System Activation Are Weak and Inconsistent.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_322cd9d32988f037	api_candidate_dae655618ec4c3be	unresolved original target -> New evidence finds young people in Mainland China are now bicultural.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_6a98dcec16c8fdfe	api_candidate_af2810096cc74997	unresolved original target -> The tainted altruism effect: a successful pre-registered replication.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_93808dc8cbd8b8b4	api_candidate_6609346be8040f27	unresolved original target -> The first direct replication on using verbal credibility assessment for the detection of deceptive intentions.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_exact_pair_result_unless_new_outcome_or_new_source_family|exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_exact_pair_result_unless_new_outcome_or_new_source_family|exclude_until_query_resolves_specific_original_target.
row_disposition_803f6430b49e324a	api_candidate_38f85ce298c4da7a	unresolved original target -> Expectation of irrelevant novel stimuli has no consistent effect on recognition memory.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			3	2	http_error_403	
row_disposition_d8263a760338d9e5	api_candidate_ded0ad9adac6bb6c	unresolved original target -> Replicability of proton MR spectroscopic imaging findings in mild traumatic brain injury: Implications for clinical applications.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_cfc2c72712389ad9	api_candidate_49114652db6026d3	Heintzelman, Trent & King (2013). -> The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013).	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	promoted_to_current_root_row	2 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	2	0	2	fig1_pair_38c3dbaec110de6a|fig1_pair_391216fda553efc4	Individual replication paper value scan	3	2	http_error_403	
row_disposition_d4942623a31c1c35	api_candidate_7529248cc277118d	unresolved original target -> Does social distance modulate adults’ egocentric biases when reasoning about false beliefs?	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_fab4732b0fd8417f	api_candidate_e4cc547f0371b1c2	Gervais & Norenzayan (2012) -> Direct replication of Gervais & Norenzayan (2012): No evidence that analytic thinking decreases religious belief	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_76cc5e41ca68fd7d	FReD filtered pair table	0	0		
row_disposition_9fd8568d6e6111af	api_candidate_181ee9af07d31046	unresolved original target -> Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_3ffa98e8e3a6b690	api_candidate_6260c1eb06960347	unresolved original target -> Measuring objectification through the Body Inversion Paradigm: Methodological issues	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			1	1		
row_disposition_ec24d32d164c98e0	api_candidate_f43c0a346030c8c1	unresolved original target -> Exact replication: Foundation of science or game of chance?	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_4f1e20cf6d1eccc8	api_candidate_e4c1bdfad6bc2704	unresolved original target -> Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_d921e02718d73ec4	api_candidate_359168184573cff4	unresolved original target -> Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_95da13e8d92afc78	api_candidate_7a25e1fb88a57d3c	Przybylski and Weinstein (2013) and an extension to creativity -> How bad is the mere presence of a phone? A replication of Przybylski and Weinstein (2013) and an extension to creativity	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_native_or_context_source_not_current_figure1_row	0	1	1			1	1		
row_disposition_0724bbe3c201415b	api_candidate_3e8c9568db2bcd63	"unresolved original target -> Replication attempt: ""Effect of BMAP-28 antimicrobial peptides on Leishmania major promastigote and amastigote growth: role of leishmanolysin in parasite survival""."	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_bench_replication_context_not_current_figure1_row	0	1	1			3	3		
row_disposition_1214249e97d05e2c	api_candidate_f029ebcc2cb48741	unresolved original target -> Replication Attempt: “Effect of BMAP-28 Antimicrobial Peptides on Leishmania Major Promastigote and Amastigote Growth: Role of Leishmanolysin in Parasite Survival”	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_a37a6e94cda1a114	api_candidate_b57d1582d17c5de3	unresolved original target -> The Effects of Augmented Feedback, Focus of Attention, and Monetary Reward on Vertical Jump Height: A Replication Study.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	already_in_current_root_table	Current root table already contains a matching DOI/title/source-family row; no new row needed.	0	0	0	fig1_pair_534251d6a3df2cde	FReD filtered pair table	0	0		
row_disposition_258071505e7e8a40	api_candidate_44b307a3786dee1a	unresolved original target -> Eleven years of student replication projects provide evidence on the correlates of replicability in psychology.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_f6c0fe7d5bba205f	api_candidate_4b3dfa6a8bcf03d8	unresolved original target -> Predictable changes within fast-paced sound sequences do not elicit the mismatch negativity: A conceptual in-class replication study.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_264b77a374e9a57d	api_candidate_42033881acc11e29	unresolved original target -> Epigenetic signatures of different types of childhood maltreatment in a high-risk sample: a preregistered replication study	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_db6a90b0d28e326c	api_candidate_dc6c6a569f92ba75	unresolved original target -> Examining the associations between manic symptoms and cognitive performance in bipolar disorders: evidence from a cross-sectional replication study in the FACE-BD cohort.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_5244c021e6f2e052	api_candidate_6567045e2123a4f9	Thomas &lt;i&gt;et al&lt;/i&gt;. (2022). -> Do infants use cues of saliva-sharing to infer close relationships? A replication of Thomas &lt;i&gt;et al&lt;/i&gt;. (2022).	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	promoted_to_current_root_row	1 result option(s) promoted and rebuilt into FIGURE1_REPLICATION_PAIRS.tsv.	1	0	1	fig1_pair_6f4eb8922f2083e6	Individual replication paper value scan	0	0		
row_disposition_4602b1eefb63396e	api_candidate_099c6eb209be07e5	influential studies on biomedical, social, behavioural and structural interventions for HIV prevention and treatment -> Replication of influential studies on biomedical, social, behavioural and structural interventions for HIV prevention and treatment	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	reject_irrelevant_or_keep_as_context_source	0	1	1			1	1		
row_disposition_40728d83389c1683	api_candidate_359f17e44288e891	unresolved original target -> The challenges of replication: A worked example of methods reproducibility using electronic health record data	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_588304b8cf9b4126	api_candidate_81a2563a7e8390b2	unresolved original target -> Moving beyond attraction, compassion, and competence: evidence for compatibility as a distinct component of mate preferences.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_e38b634b4467eca6	api_candidate_bbdb50e5e3cf27e4	unresolved original target -> Transcranial Direct Current Stimulation over the Posterior Parietal Cortex Increases Nontarget Retrieval during Visual Working Memory.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_4dfd119426a0c2ea	api_candidate_aad4330a7b0a33fc	unresolved original target -> Working Memory Load Effects on the Tilt Aftereffect.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_773e944c39cae8f3	api_candidate_3d80e7706cd46536	unresolved original target -> No effect of ‘watching eyes’: An attempted replication and extension investigating individual differences	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_rejected_after_value_scan	retain_as_context_source_until_exact_original_target_is_resolved	0	1	1			1	1		
row_disposition_3d8c79aa7227c9c6	api_candidate_e7f865a62a83912a	unresolved original target -> No Evidence for Pre-Copulatory Sexual Selection on Sperm Length in a Passerine Bird	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_6b593027c6b25b7f	api_candidate_cedc4413ed8443b5	unresolved original target -> Does incidental pride increase competency evaluation of others who appear careless? Discrete positive emotions and impression formation	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_122895dffbc32b5e	api_candidate_9cba2128838f75a1	unresolved original target -> A LASSO-Based Nomogram for Predicting Focal Complications in Brucellosis: A Multicenter Retrospective Cohort Study.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_f05099e52b645e16	api_candidate_5f2fab6f2fd7d599	unresolved original target -> Anatomical Associations Between Focal Mitochondrial Metabolism and Patterns of Neurodegeneration in Amyotrophic Lateral Sclerosis.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_3922303d0512160b	api_candidate_0af1c7cfbe0300bc	unresolved original target -> Ensemble Machine Learning on Bulk RNA-Seq Identifies 17-Gene Signature Predicting Neoadjuvant Chemotherapy Response in Breast Cancer.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_b78576c4f274e6cd	api_candidate_c3c8c248e174d524	unresolved original target -> Plasma miR-134-5p: a candidate biomarker for predicting non-response to anti-TNF therapy in rheumatoid arthritis.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_d3dbc5296b56ccb0	api_candidate_d474103de3a81710	unresolved original target -> An artificial intelligence prediction model for optimizing patient selection for cardiac imaging for the investigation of suspected coronary artery disease.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	already_screened_prior_batch	not_row_rejected_or_duplicate	Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.	0	0	0			0	0		Candidate matched prior batch closeout/dedupe seed; action=exclude_until_query_resolves_specific_original_target.
row_disposition_1731b8c1ee206f0a	api_candidate_6edf87af50cb894b	unresolved original target -> From musk to body odor: Decoding olfaction through genetic variation	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_3383ad7810863c1e	api_candidate_cb509fc862309e66	unresolved original target -> The effect of H1N1 vaccination on serum miRNA expression in children: A tale of caution for microRNA microarray studies	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_44edf74d1794eb8e	api_candidate_feaf374564b1ede3	unresolved original target -> Putative Transcriptomic Biomarkers in the Inflammatory Cytokine Pathway Differentiate Major Depressive Disorder Patients from Control Subjects and Bipolar Disorder Patients	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c477207740ef1a72	api_candidate_046c312614027876	unresolved original target -> MTHFR Glu429Ala and ERCC5 His46His Polymorphisms Are Associated with Prognosis in Colorectal Cancer Patients: Analysis of Two Independent Cohorts from Newfoundland	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_c5206615838485bd	api_candidate_8a60e29a6602ab66	unresolved original target -> Decreased total iron binding capacity upon intensive care unit admission predicts red blood cell transfusion in critically ill patients	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			1	1		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_bac09557a2794dba	api_candidate_149878a191cd6b28	unresolved original target -> Somatostatin Analogs for Preventing Postoperative Pancreatic Fistula: Past Evidence Reveals New Opportunities.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_a0c4e11dd65aa3a7	api_candidate_d8c7109960cd06ce	unresolved original target -> Glenzocimab Efficacy and Safety Added to Intravenous Thrombolysis With or Without Mechanical Thrombectomy in Patients With Acute Ischemic Stroke-ACTISAVE: A Prospective, Randomized, Double-Blind Study.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			2	2		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_89570dd3bb625acc	api_candidate_2dd91e62ffd37ce8	unresolved original target -> Safety and feasibility of cerebrolysin in treatment of primary intracerebral hemorrhage (CLINCH)-a prospective, randomized, open-label, blinded endpoint pilot trial.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_b3db2cb821981fa5	api_candidate_710fd7eb55fc9d77	Scopolamine's Antidepressant Efficacy in Major Depressive Disorder -> Replication of Scopolamine's Antidepressant Efficacy in Major Depressive Disorder: A Randomized, Placebo-Controlled Clinical Trial	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_source_blocked_or_manual_acquisition	manual_acquisition_of_original_scopolamine_article_or_authoritative_value_table	0	1	1			1	1		manual_acquisition_of_original_scopolamine_article_or_authoritative_value_table
row_disposition_12fa7765c063f07f	api_candidate_6000aff0af587ba7	unresolved original target -> Association between glucagon-like peptide-1 receptor agonists and risk of dementia in older adults with type 2 diabetes: A target trial emulation.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_dd5361b66c0d3a5f	api_candidate_38a533cdcb5c6bd0	unresolved original target -> Unsupervised Machine Learning Reveals Novel Traumatic Brain Injury Patient Phenotypes with Distinct Acute Injury Profiles and Long-Term Outcomes.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_0d731bdc14044fef	api_candidate_804fc8b002ac898b	unresolved original target -> Vaccines for preventing infection with Pseudomonas aeruginosa in cystic fibrosis.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_ace54156b60a3018	api_candidate_62872a0730bff4c1	unresolved original target -> Thoracic epidural analgesia in intensive care unit patients with acute pancreatitis: the EPIPAN multicenter randomized controlled trial.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	3		Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
row_disposition_0fc3fbc8ec195ea0	api_candidate_856c767fbc3f6dfe	unresolved original target -> Endogenous antioxidants predicted outcome and increased after treatment: A benzoate dose-finding, randomized, double-blind, placebo-controlled trial for Alzheimer's disease.	steps/searches/figure1/individualrepsearch-api-batch002.json	coverage_only	route_to_coverage_only	not_row_unresolved_original_target	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.	0	0	0			3	2	http_error_403	Metadata hit has replication language but no resolved original paper/result target; retained only as a no-repull/search lead.
