batch007_seed_id	candidate_id	batch007_action	dedupe_action	final_row_status	original_doi	replication_doi	original_title	replication_title	current_root_pair_ids	dedupe_key_text	created_at
batch007_seed_ace2d76ab59749c3	api_candidate_b5436d689117e031	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1111/psyp.12425		The psychophysiology of mixed emotional states: Internal and external replicability analysis of a direct replication study		10 1111 psyp 12425 the psychophysiology of mixed emotional states internal and external replicability analysis of a direct replication study unresolved original target the psychophysiology of mixed emotional states internal and external replicability analysis of a direct replication study	2026-05-06T03:12:07+00:00
batch007_seed_ebf495a9023c8db9	api_candidate_d98523e0ce3e5e0d	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1080/15213269.2025.2595452	Shen et al.'s (2019) Study on Online Image Credibility	Contextual Changes, Credible Conclusions? A Direct and Conceptual Replication of Shen et al.'s (2019) Study on Online Image Credibility		10 1080 15213269 2025 2595452 shen et al s 2019 study on online image credibility contextual changes credible conclusions a direct and conceptual replication of shen et al s 2019 study on online image credibility shen et al s 2019 study on online image credibility contextual changes credible conclusions a direct and conceptual replication of shen et al s 2019 study on online image credibility	2026-05-06T03:12:07+00:00
batch007_seed_7f057a9e417cb34b	api_candidate_fe1ba4ad981d697c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1177/1534508420953894		Using Interval Likelihood Ratios in Gated Screening: A Direct Replication Study		10 1177 1534508420953894 using interval likelihood ratios in gated screening a direct replication study unresolved original target using interval likelihood ratios in gated screening a direct replication study	2026-05-06T03:12:07+00:00
batch007_seed_a4219df6e6d204fe	api_candidate_2c82e73321400e34	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1257/aer.p20171060		Challenges to Replication and Iteration in Field Experiments: Evidence from Two Direct Mail Shots		10 1257 aer p20171060 challenges to replication and iteration in field experiments evidence from two direct mail shots unresolved original target challenges to replication and iteration in field experiments evidence from two direct mail shots	2026-05-06T03:12:07+00:00
batch007_seed_72bf126287f350da	api_candidate_79a60b36adeac558	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.21437/interspeech.2011-586		Pointing gestures do not influence the perception of lexical stress		10 21437 interspeech 2011 586 pointing gestures do not influence the perception of lexical stress unresolved original target pointing gestures do not influence the perception of lexical stress	2026-05-06T03:12:07+00:00
batch007_seed_ddbce2624aab3e17	api_candidate_4047d23b0380c97b	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1111/desc.13377	Kovács and Mehler (2009)	Robustness of the cognitive gains in 7‐month‐old bilingual infants: A close multi‐center replication of Kovács and Mehler (2009)		10 1111 desc 13377 kov cs and mehler 2009 robustness of the cognitive gains in 7 month old bilingual infants a close multi center replication of kov cs and mehler 2009 kov cs and mehler 2009 robustness of the cognitive gains in 7 month old bilingual infants a close multi center replication of kov cs and mehler 2009	2026-05-06T03:12:07+00:00
batch007_seed_c8508af7cff4fef1	api_candidate_28e50579766f477c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.25932/publishup-47679		Predicting long-distance lexical content in German verb-particle constructions		10 25932 publishup 47679 predicting long distance lexical content in german verb particle constructions unresolved original target predicting long distance lexical content in german verb particle constructions	2026-05-06T03:12:07+00:00
batch007_seed_2b08f56471a7df97	api_candidate_39fd826b8a364bf3	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/alz.078041		The Olfactory Stress Test does not replicate in a larger sample		10 1002 alz 078041 the olfactory stress test does not replicate in a larger sample unresolved original target the olfactory stress test does not replicate in a larger sample	2026-05-06T03:12:07+00:00
batch007_seed_300ca5d11c45cbfe	api_candidate_fbe05a26e9edabb8	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.2139/ssrn.1699970	the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results	A Replication of the Procedures from Bem (2010, Study 8) and a Failure to Replicate the Same Results	fig1_pair_522390bddbfb99c0	10 2139 ssrn 1699970 the procedures from bem 2010 study 8 and a failure to replicate the same results a replication of the procedures from bem 2010 study 8 and a failure to replicate the same results the procedures from bem 2010 study 8 and a failure to replicate the same results a replication of the procedures from bem 2010 study 8 and a failure to replicate the same results	2026-05-06T03:12:07+00:00
batch007_seed_b21ac575e2d0c37e	api_candidate_5b9f95d4c0a9b686	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1037/pspa0000072	methods caused the failure to replicate results.	Panero et al. (2016): Failure to replicate methods caused the failure to replicate results.		10 1037 pspa0000072 methods caused the failure to replicate results panero et al 2016 failure to replicate methods caused the failure to replicate results methods caused the failure to replicate results panero et al 2016 failure to replicate methods caused the failure to replicate results	2026-05-06T03:12:07+00:00
batch007_seed_0197483eb49a5393	api_candidate_9b24b3097426c83d	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/jclp.70017		The Effects of Repeated Finger Flexion Movements on Self-Reported Affect and Reward System Activation Are Weak and Inconsistent.		10 1002 jclp 70017 the effects of repeated finger flexion movements on self reported affect and reward system activation are weak and inconsistent unresolved original target the effects of repeated finger flexion movements on self reported affect and reward system activation are weak and inconsistent	2026-05-06T03:12:07+00:00
batch007_seed_325e1760be9a9a98	api_candidate_dae655618ec4c3be	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1111/bjop.12767		New evidence finds young people in Mainland China are now bicultural.		10 1111 bjop 12767 new evidence finds young people in mainland china are now bicultural unresolved original target new evidence finds young people in mainland china are now bicultural	2026-05-06T03:12:07+00:00
batch007_seed_d303a45edd15e987	api_candidate_af2810096cc74997	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1098/rsos.211152		The tainted altruism effect: a successful pre-registered replication.		10 1098 rsos 211152 the tainted altruism effect a successful pre registered replication unresolved original target the tainted altruism effect a successful pre registered replication	2026-05-06T03:12:07+00:00
batch007_seed_f5c3e45326d3c90f	api_candidate_6609346be8040f27	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/acp.3439		The first direct replication on using verbal credibility assessment for the detection of deceptive intentions.		10 1002 acp 3439 the first direct replication on using verbal credibility assessment for the detection of deceptive intentions unresolved original target the first direct replication on using verbal credibility assessment for the detection of deceptive intentions	2026-05-06T03:12:07+00:00
batch007_seed_e77554e661e55cf0	api_candidate_38f85ce298c4da7a	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1111/sjop.12807		Expectation of irrelevant novel stimuli has no consistent effect on recognition memory.		10 1111 sjop 12807 expectation of irrelevant novel stimuli has no consistent effect on recognition memory unresolved original target expectation of irrelevant novel stimuli has no consistent effect on recognition memory	2026-05-06T03:12:07+00:00
batch007_seed_1a8dcb42e19add21	api_candidate_ded0ad9adac6bb6c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.nicl.2023.103325		Replicability of proton MR spectroscopic imaging findings in mild traumatic brain injury: Implications for clinical applications.		10 1016 j nicl 2023 103325 replicability of proton mr spectroscopic imaging findings in mild traumatic brain injury implications for clinical applications unresolved original target replicability of proton mr spectroscopic imaging findings in mild traumatic brain injury implications for clinical applications	2026-05-06T03:12:07+00:00
batch007_seed_b7d1a43a96937ef8	api_candidate_49114652db6026d3	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_result_current_row	promoted_to_current_root_row	10.1177/0956797612465878	10.1098/rsos.160431	Encounters with Objective Coherence and the Experience of Meaning in Life	The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013)	fig1_pair_38c3dbaec110de6a|fig1_pair_391216fda553efc4	10 1177 0956797612465878 10 1098 rsos 160431 encounters with objective coherence and the experience of meaning in life the effects of exposure to objective coherence on perceived meaning in life a preregistered direct replication of heintzelman trent king 2013 heintzelman trent king 2013 the effects of exposure to objective coherence on perceived meaning in life a preregistered direct replication of heintzelman trent king 2013	2026-05-06T03:12:07+00:00
batch007_seed_fa4502d0d246c0f0	api_candidate_08441367c496003e	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpsyg.2014.01035		Can race really be erased? A pre-registered replication study.		10 3389 fpsyg 2014 01035 can race really be erased a pre registered replication study unresolved original target can race really be erased a pre registered replication study	2026-05-06T03:12:07+00:00
batch007_seed_e4b0728b3d78fc65	api_candidate_36f51c606536f02e	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.cortex.2020.09.007		Anticipating words during spoken discourse comprehension: A large-scale, pre-registered replication study using brain potentials.		10 1016 j cortex 2020 09 007 anticipating words during spoken discourse comprehension a large scale pre registered replication study using brain potentials unresolved original target anticipating words during spoken discourse comprehension a large scale pre registered replication study using brain potentials	2026-05-06T03:12:07+00:00
batch007_seed_803f71eb8a9e455b	api_candidate_7eb4c716527ffcd5	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0042510	effects on social and food judgments.	Priming of social distance? Failure to replicate effects on social and food judgments.		10 1371 journal pone 0042510 effects on social and food judgments priming of social distance failure to replicate effects on social and food judgments effects on social and food judgments priming of social distance failure to replicate effects on social and food judgments	2026-05-06T03:12:07+00:00
batch007_seed_06c6d6b6cd52fd9a	api_candidate_3a85115b6a4aad63	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan			Haselton (2003) in a more gender-equal culture.	Evidence of systematic bias in sexual over- and underperception of naturally occurring events: a direct replication of Haselton (2003) in a more gender-equal culture.		haselton 2003 in a more gender equal culture evidence of systematic bias in sexual over and underperception of naturally occurring events a direct replication of haselton 2003 in a more gender equal culture haselton 2003 in a more gender equal culture evidence of systematic bias in sexual over and underperception of naturally occurring events a direct replication of haselton 2003 in a more gender equal culture	2026-05-06T03:12:07+00:00
batch007_seed_e594551d3168c577	api_candidate_884c30be0e02c9b8	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1371/journal.pone.0137000	Oxytocin Effects on Trust	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case.	fig1_pair_48321f50417489a1	10 1371 journal pone 0137000 oxytocin effects on trust failed replication of oxytocin effects on trust the envelope task case oxytocin effects on trust failed replication of oxytocin effects on trust the envelope task case	2026-05-06T03:12:07+00:00
batch007_seed_e0252423bbf3b167	api_candidate_6039855128a09623	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0238373	Maier et al. (2014, Exp. 4) testing retroactive avoidance.	A preregistered multi-lab replication of Maier et al. (2014, Exp. 4) testing retroactive avoidance.		10 1371 journal pone 0238373 maier et al 2014 exp 4 testing retroactive avoidance a preregistered multi lab replication of maier et al 2014 exp 4 testing retroactive avoidance maier et al 2014 exp 4 testing retroactive avoidance a preregistered multi lab replication of maier et al 2014 exp 4 testing retroactive avoidance	2026-05-06T03:12:07+00:00
batch007_seed_60b8179536c5fb6c	api_candidate_7529248cc277118d	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0198616		Does social distance modulate adults’ egocentric biases when reasoning about false beliefs?		10 1371 journal pone 0198616 does social distance modulate adults egocentric biases when reasoning about false beliefs unresolved original target does social distance modulate adults egocentric biases when reasoning about false beliefs	2026-05-06T03:12:07+00:00
batch007_seed_bb26b36c471cd694	api_candidate_e4cc547f0371b1c2	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1371/journal.pone.0172636	Gervais & Norenzayan (2012)	Direct replication of Gervais & Norenzayan (2012): No evidence that analytic thinking decreases religious belief	fig1_pair_76cc5e41ca68fd7d	10 1371 journal pone 0172636 gervais norenzayan 2012 direct replication of gervais norenzayan 2012 no evidence that analytic thinking decreases religious belief gervais norenzayan 2012 direct replication of gervais norenzayan 2012 no evidence that analytic thinking decreases religious belief	2026-05-06T03:12:07+00:00
batch007_seed_b87365e9b386d16f	api_candidate_181ee9af07d31046	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0326446		Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory		10 1371 journal pone 0326446 possessing potential weapons still heightens anger perception replicating and extending a test of error management theory unresolved original target possessing potential weapons still heightens anger perception replicating and extending a test of error management theory	2026-05-06T03:12:07+00:00
batch007_seed_19cddb86aa5f1e25	api_candidate_6260c1eb06960347	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0229161		Measuring objectification through the Body Inversion Paradigm: Methodological issues		10 1371 journal pone 0229161 measuring objectification through the body inversion paradigm methodological issues unresolved original target measuring objectification through the body inversion paradigm methodological issues	2026-05-06T03:12:07+00:00
batch007_seed_8261537ba0b02a9e	api_candidate_2a68ca9160fefb08	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pgen.1006343		No Reliable Association between Runs of Homozygosity and Schizophrenia in a Well-Powered Replication Study		10 1371 journal pgen 1006343 no reliable association between runs of homozygosity and schizophrenia in a well powered replication study unresolved original target no reliable association between runs of homozygosity and schizophrenia in a well powered replication study	2026-05-06T03:12:07+00:00
batch007_seed_b918580041eacda2	api_candidate_4a9bce8aeff2f1ff	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_result_current_row	promoted_to_current_root_row	10.1080/03640210802035348	10.1371/journal.pone.0109035	The influence of partner-specific memory associations on language production: Evidence from picture naming	The Influence of Partner-Specific Memory Associations on Picture Naming: A Failure to Replicate Horton (2007)	fig1_pair_b164d95299e20718	10 1080 03640210802035348 10 1371 journal pone 0109035 the influence of partner specific memory associations on language production evidence from picture naming the influence of partner specific memory associations on picture naming a failure to replicate horton 2007 horton 2007 the influence of partner specific memory associations on picture naming a failure to replicate horton 2007	2026-05-06T03:12:07+00:00
batch007_seed_45e58631bf3af098	api_candidate_099abcecc23369b1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0262718		Effects of tDCS on the attentional blink revisited: A statistical evaluation of a replication attempt		10 1371 journal pone 0262718 effects of tdcs on the attentional blink revisited a statistical evaluation of a replication attempt unresolved original target effects of tdcs on the attentional blink revisited a statistical evaluation of a replication attempt	2026-05-06T03:12:07+00:00
batch007_seed_8c8930593d98fa1c	api_candidate_65f624eddc68d50b	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0238373	Maier et al. (2014, Exp. 4) testing retroactive avoidance	A preregistered multi-lab replication of Maier et al. (2014, Exp. 4) testing retroactive avoidance		10 1371 journal pone 0238373 maier et al 2014 exp 4 testing retroactive avoidance a preregistered multi lab replication of maier et al 2014 exp 4 testing retroactive avoidance maier et al 2014 exp 4 testing retroactive avoidance a preregistered multi lab replication of maier et al 2014 exp 4 testing retroactive avoidance	2026-05-06T03:12:07+00:00
batch007_seed_1bb5df9649014cbf	api_candidate_cf244abb2bbf6be7	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0287911	Job, Dweck, and Walton (2010)	Does willpower mindset really moderate the ego-depletion effect? A preregistered replication of Job, Dweck, and Walton (2010)		10 1371 journal pone 0287911 job dweck and walton 2010 does willpower mindset really moderate the ego depletion effect a preregistered replication of job dweck and walton 2010 job dweck and walton 2010 does willpower mindset really moderate the ego depletion effect a preregistered replication of job dweck and walton 2010	2026-05-06T03:12:07+00:00
batch007_seed_c9e2ea1be6436b3b	api_candidate_54262eecb78e2af6	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0326446		Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory.		10 1371 journal pone 0326446 possessing potential weapons still heightens anger perception replicating and extending a test of error management theory unresolved original target possessing potential weapons still heightens anger perception replicating and extending a test of error management theory	2026-05-06T03:12:07+00:00
batch007_seed_6846a049ae6c3653	api_candidate_e12541b6462c6ed1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0341334		Indistinguishable mitochondrial phenotypes after exposure of healthy myoblasts to myalgic encephalomyelitis/chronic fatigue syndrome or control serum.		10 1371 journal pone 0341334 indistinguishable mitochondrial phenotypes after exposure of healthy myoblasts to myalgic encephalomyelitis chronic fatigue syndrome or control serum unresolved original target indistinguishable mitochondrial phenotypes after exposure of healthy myoblasts to myalgic encephalomyelitis chronic fatigue syndrome or control serum	2026-05-06T03:12:07+00:00
batch007_seed_10cb1503baa61cdc	api_candidate_f43c0a346030c8c1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pbio.3000188		Exact replication: Foundation of science or game of chance?		10 1371 journal pbio 3000188 exact replication foundation of science or game of chance unresolved original target exact replication foundation of science or game of chance	2026-05-06T03:12:07+00:00
batch007_seed_5f614472364842b6	api_candidate_3a1d6e64faabd014	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pgen.1003566		High Trans-ethnic Replicability of GWAS Results Implies Common Causal Variants		10 1371 journal pgen 1003566 high trans ethnic replicability of gwas results implies common causal variants unresolved original target high trans ethnic replicability of gwas results implies common causal variants	2026-05-06T03:12:07+00:00
batch007_seed_0ef8406d43cd88b4	api_candidate_3afc753ca8da04ac	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pgen.1006916		Statistical correction of the Winner’s Curse explains replication variability in quantitative trait genome-wide association studies		10 1371 journal pgen 1006916 statistical correction of the winner s curse explains replication variability in quantitative trait genome wide association studies unresolved original target statistical correction of the winner s curse explains replication variability in quantitative trait genome wide association studies	2026-05-06T03:12:07+00:00
batch007_seed_ec99921709759955	api_candidate_359168184573cff4	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1038/s41467-025-62155-5		Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding.		10 1038 s41467 025 62155 5 large scale multi site study shows no association between musical training and early auditory neural sound encoding unresolved original target large scale multi site study shows no association between musical training and early auditory neural sound encoding	2026-05-06T03:12:07+00:00
batch007_seed_3c21d69609823fad	api_candidate_01263e49549d07d1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpsyg.2023.1130632		Food sharing with friends and acquaintances: A study in preschool boys and girls.		10 3389 fpsyg 2023 1130632 food sharing with friends and acquaintances a study in preschool boys and girls unresolved original target food sharing with friends and acquaintances a study in preschool boys and girls	2026-05-06T03:12:07+00:00
batch007_seed_8e832abacafb855d	api_candidate_bb80324826df747b	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/hbm.26065		Can we have a second helping? A preregistered direct replication study on the neurobiological mechanisms underlying self-control.		10 1002 hbm 26065 can we have a second helping a preregistered direct replication study on the neurobiological mechanisms underlying self control unresolved original target can we have a second helping a preregistered direct replication study on the neurobiological mechanisms underlying self control	2026-05-06T03:12:07+00:00
batch007_seed_5c6a11d290cbad0b	api_candidate_70f67e4e18e5c1b7	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/aur.2650		Parallel age-related cognitive effects in autism: A cross-sectional replication study.		10 1002 aur 2650 parallel age related cognitive effects in autism a cross sectional replication study unresolved original target parallel age related cognitive effects in autism a cross sectional replication study	2026-05-06T03:12:07+00:00
batch007_seed_920953b40e7a1e5c	api_candidate_ec1bd04cfda813e6	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1038/s41598-022-05923-3		Irrelevant insights make worldviews ring true.		10 1038 s41598 022 05923 3 irrelevant insights make worldviews ring true unresolved original target irrelevant insights make worldviews ring true	2026-05-06T03:12:07+00:00
batch007_seed_a6154eae4ec2b7ff	api_candidate_30fc7b896e825b34	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3758/s13428-018-1092-x		Replication Bayes factors from evidence updating.		10 3758 s13428 018 1092 x replication bayes factors from evidence updating unresolved original target replication bayes factors from evidence updating	2026-05-06T03:12:07+00:00
batch007_seed_a17fb155eab0d5e1	api_candidate_7a25e1fb88a57d3c	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0251451	Przybylski and Weinstein (2013) and an extension to creativity	How bad is the mere presence of a phone? A replication of Przybylski and Weinstein (2013) and an extension to creativity		10 1371 journal pone 0251451 przybylski and weinstein 2013 and an extension to creativity how bad is the mere presence of a phone a replication of przybylski and weinstein 2013 and an extension to creativity przybylski and weinstein 2013 and an extension to creativity how bad is the mere presence of a phone a replication of przybylski and weinstein 2013 and an extension to creativity	2026-05-06T03:12:07+00:00
batch007_seed_94f5fdb4632ae4a3	api_candidate_025c30471725eba5	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0237007		Replicating and extending the effects of auditory religious cues on dishonest behavior		10 1371 journal pone 0237007 replicating and extending the effects of auditory religious cues on dishonest behavior unresolved original target replicating and extending the effects of auditory religious cues on dishonest behavior	2026-05-06T03:12:07+00:00
batch007_seed_18840e2292a353b4	api_candidate_3e8c9568db2bcd63	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0114614		"Replication attempt: ""Effect of BMAP-28 antimicrobial peptides on Leishmania major promastigote and amastigote growth: role of leishmanolysin in parasite survival""."		10 1371 journal pone 0114614 replication attempt effect of bmap 28 antimicrobial peptides on leishmania major promastigote and amastigote growth role of leishmanolysin in parasite survival unresolved original target replication attempt effect of bmap 28 antimicrobial peptides on leishmania major promastigote and amastigote growth role of leishmanolysin in parasite survival	2026-05-06T03:12:07+00:00
batch007_seed_abc1bfdec67385ba	api_candidate_f029ebcc2cb48741	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0114614		Replication Attempt: “Effect of BMAP-28 Antimicrobial Peptides on Leishmania Major Promastigote and Amastigote Growth: Role of Leishmanolysin in Parasite Survival”		10 1371 journal pone 0114614 replication attempt effect of bmap 28 antimicrobial peptides on leishmania major promastigote and amastigote growth role of leishmanolysin in parasite survival unresolved original target replication attempt effect of bmap 28 antimicrobial peptides on leishmania major promastigote and amastigote growth role of leishmanolysin in parasite survival	2026-05-06T03:12:07+00:00
batch007_seed_d6a134c2e4199441	api_candidate_82bde80a826c8aac	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0243912		Cross-cultural adaptation and psychometric evaluation of the French version of the Gilles de la Tourette Syndrome Quality of Life Scale (GTS-QOL)		10 1371 journal pone 0243912 cross cultural adaptation and psychometric evaluation of the french version of the gilles de la tourette syndrome quality of life scale gts qol unresolved original target cross cultural adaptation and psychometric evaluation of the french version of the gilles de la tourette syndrome quality of life scale gts qol	2026-05-06T03:12:07+00:00
batch007_seed_44e32282d2edf3ef	api_candidate_b57d1582d17c5de3	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.70252/nkky8370		The Effects of Augmented Feedback, Focus of Attention, and Monetary Reward on Vertical Jump Height: A Replication Study.	fig1_pair_534251d6a3df2cde	10 70252 nkky8370 the effects of augmented feedback focus of attention and monetary reward on vertical jump height a replication study unresolved original target the effects of augmented feedback focus of attention and monetary reward on vertical jump height a replication study	2026-05-06T03:12:07+00:00
batch007_seed_ee83b0010b5e71fd	api_candidate_44b307a3786dee1a	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1098/rsos.231240		Eleven years of student replication projects provide evidence on the correlates of replicability in psychology.		10 1098 rsos 231240 eleven years of student replication projects provide evidence on the correlates of replicability in psychology unresolved original target eleven years of student replication projects provide evidence on the correlates of replicability in psychology	2026-05-06T03:12:07+00:00
batch007_seed_cd4cd411ab74cded	api_candidate_f4d6f9498cb82c31	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.7717/peerj.8014		No relationship between researcher impact and replication effect: an analysis of five studies with 100 replications.		10 7717 peerj 8014 no relationship between researcher impact and replication effect an analysis of five studies with 100 replications unresolved original target no relationship between researcher impact and replication effect an analysis of five studies with 100 replications	2026-05-06T03:12:07+00:00
batch007_seed_cf15faee14424439	api_candidate_a27cdc2789278135	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1016/j.jesp.2020.104066		Evidence against subliminal anchoring: Two close, highly powered, preregistered, and failed replication attempts.	fig1_pair_11d47569b3138c1f|fig1_pair_5b200c1dca421d96|fig1_pair_ea3be547ab5f3f45	10 1016 j jesp 2020 104066 evidence against subliminal anchoring two close highly powered preregistered and failed replication attempts unresolved original target evidence against subliminal anchoring two close highly powered preregistered and failed replication attempts	2026-05-06T03:12:07+00:00
batch007_seed_388172140045f70a	api_candidate_33a7b799901f4853	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_result_current_row	promoted_to_current_root_row	10.1037/h0087446	10.3758/s13421-018-0888-3	Searching for Patterns in Random Sequences	Probability matching does not decrease under cognitive load: A preregistered failure to replicate	fig1_pair_9da0a7e1aac2dcda	10 1037 h0087446 10 3758 s13421 018 0888 3 searching for patterns in random sequences probability matching does not decrease under cognitive load a preregistered failure to replicate unresolved original target probability matching does not decrease under cognitive load a preregistered failure to replicate	2026-05-06T03:12:07+00:00
batch007_seed_67070ce20a4e5d8a	api_candidate_2f744caa59ab9cd0	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate				2D:4D and Self-Employment: A Preregistered Replication Study in a Large General Population Sample		2d 4d and self employment a preregistered replication study in a large general population sample unresolved original target 2d 4d and self employment a preregistered replication study in a large general population sample	2026-05-06T03:12:07+00:00
batch007_seed_24e6cc728faa2bae	api_candidate_4b3dfa6a8bcf03d8	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.ijpsycho.2026.113330		Predictable changes within fast-paced sound sequences do not elicit the mismatch negativity: A conceptual in-class replication study.		10 1016 j ijpsycho 2026 113330 predictable changes within fast paced sound sequences do not elicit the mismatch negativity a conceptual in class replication study unresolved original target predictable changes within fast paced sound sequences do not elicit the mismatch negativity a conceptual in class replication study	2026-05-06T03:12:07+00:00
batch007_seed_7d37d5fc5a8baf7b	api_candidate_42033881acc11e29	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.31234/osf.io/9j2v7_v1		Epigenetic signatures of different types of childhood maltreatment in a high-risk sample: a preregistered replication study		10 31234 osf io 9j2v7 v1 epigenetic signatures of different types of childhood maltreatment in a high risk sample a preregistered replication study unresolved original target epigenetic signatures of different types of childhood maltreatment in a high risk sample a preregistered replication study	2026-05-06T03:12:07+00:00
